data_point;region;age_group;vac_interval_group;vaccine;ve_death;cil_death;cih_death
2022.04.B_13-10-2022;Московская область;18+;75_90_days;AllVaccines;0.70499;-1.10407;0.95864
2022.04.B_13-10-2022;Московская область;18+;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;18+;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;18+;75_90_days;SputnikLite;0.32177;-3.83727;0.90491
2022.04.B_13-10-2022;Московская область;18+;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;75_90_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;75_90_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;75_90_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;75_90_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;75_90_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;75_90_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;75_90_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;75_90_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;75_90_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;75_90_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;75_90_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;75_90_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;80+;75_90_days;AllVaccines;-0.32457;-8.51318;0.81557
2022.04.B_13-10-2022;Московская область;80+;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;80+;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;80+;75_90_days;SputnikLite;-1.55319;-17.3373;0.64451
2022.04.B_13-10-2022;Московская область;80+;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;18+;90_105_days;AllVaccines;0.77089;-0.63409;0.96788
2022.04.B_13-10-2022;Московская область;18+;90_105_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;18+;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;18+;90_105_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;18+;90_105_days;SputnikV;0.52032;-2.42122;0.93274
2022.04.B_13-10-2022;Московская область;20-29;90_105_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;90_105_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;90_105_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;90_105_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;90_105_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;90_105_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;90_105_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;90_105_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;90_105_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;90_105_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;90_105_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;90_105_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;90_105_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;90_105_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;90_105_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;90_105_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;90_105_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;90_105_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;90_105_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;90_105_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;90_105_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;90_105_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;90_105_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;90_105_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;80+;90_105_days;AllVaccines;0.03113;-5.95851;0.8651
2022.04.B_13-10-2022;Московская область;80+;90_105_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;80+;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;80+;90_105_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;80+;90_105_days;SputnikV;-1.04079;-13.65719;0.71585
2022.04.B_13-10-2022;РФ;18+;105_165_days;AllVaccines;0.34595;0.28759;0.39953
2022.04.B_13-10-2022;РФ;18+;105_165_days;CoviVac;0.40117;-0.43919;0.75084
2022.04.B_13-10-2022;РФ;18+;105_165_days;EpiVacCorona;0.1689;-0.27558;0.4585
2022.04.B_13-10-2022;РФ;18+;105_165_days;SputnikLite;0.37057;0.28019;0.4496
2022.04.B_13-10-2022;РФ;18+;105_165_days;SputnikV;0.30515;0.22387;0.37791
2022.04.B_13-10-2022;РФ;20-29;105_165_days;AllVaccines;0.3562;-1.73065;0.84821
2022.04.B_13-10-2022;РФ;20-29;105_165_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;105_165_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;105_165_days;SputnikV;-0.02178;-3.33381;0.7591
2022.04.B_13-10-2022;РФ;30-39;105_165_days;AllVaccines;0.21717;-0.25601;0.51209
2022.04.B_13-10-2022;РФ;30-39;105_165_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;105_165_days;SputnikLite;0.23978;-0.71317;0.66265
2022.04.B_13-10-2022;РФ;30-39;105_165_days;SputnikV;0.13404;-0.51946;0.50647
2022.04.B_13-10-2022;РФ;40-49;105_165_days;AllVaccines;0.23038;-0.10969;0.46624
2022.04.B_13-10-2022;РФ;40-49;105_165_days;CoviVac;-0.97699;-13.07874;0.72238
2022.04.B_13-10-2022;РФ;40-49;105_165_days;EpiVacCorona;-0.7269;-5.9361;0.57005
2022.04.B_13-10-2022;РФ;40-49;105_165_days;SputnikLite;0.8828;0.52925;0.97082
2022.04.B_13-10-2022;РФ;40-49;105_165_days;SputnikV;-0.22561;-0.81899;0.1742
2022.04.B_13-10-2022;РФ;50-59;105_165_days;AllVaccines;0.17243;-0.11777;0.38728
2022.04.B_13-10-2022;РФ;50-59;105_165_days;CoviVac;-1.8669;-10.50113;0.28536
2022.04.B_13-10-2022;РФ;50-59;105_165_days;EpiVacCorona;-0.22644;-3.92012;0.69428
2022.04.B_13-10-2022;РФ;50-59;105_165_days;SputnikLite;0.39519;0.00324;0.63302
2022.04.B_13-10-2022;РФ;50-59;105_165_days;SputnikV;0.01909;-0.43925;0.33147
2022.04.B_13-10-2022;РФ;60-69;105_165_days;AllVaccines;0.33436;0.19969;0.44637
2022.04.B_13-10-2022;РФ;60-69;105_165_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;60-69;105_165_days;EpiVacCorona;0.23969;-1.02916;0.71512
2022.04.B_13-10-2022;РФ;60-69;105_165_days;SputnikLite;0.45381;0.27085;0.59086
2022.04.B_13-10-2022;РФ;60-69;105_165_days;SputnikV;0.17298;-0.04502;0.34551
2022.04.B_13-10-2022;РФ;70-79;105_165_days;AllVaccines;0.31692;0.20167;0.41553
2022.04.B_13-10-2022;РФ;70-79;105_165_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;70-79;105_165_days;EpiVacCorona;-0.03999;-1.08321;0.48082
2022.04.B_13-10-2022;РФ;70-79;105_165_days;SputnikLite;0.44975;0.29843;0.56843
2022.04.B_13-10-2022;РФ;70-79;105_165_days;SputnikV;0.15552;-0.03209;0.30903
2022.04.B_13-10-2022;РФ;80+;105_165_days;AllVaccines;0.35682;0.24942;0.44885
2022.04.B_13-10-2022;РФ;80+;105_165_days;CoviVac;-0.70773;-5.83175;0.57312
2022.04.B_13-10-2022;РФ;80+;105_165_days;EpiVacCorona;0.59423;0.02433;0.83124
2022.04.B_13-10-2022;РФ;80+;105_165_days;SputnikLite;0.33958;0.17616;0.47059
2022.04.B_13-10-2022;РФ;80+;105_165_days;SputnikV;0.33332;0.17156;0.4635
2022.04.B_13-10-2022;РФ;18+;165_195_days;AllVaccines;0.77916;0.73963;0.81268
2022.04.B_13-10-2022;РФ;18+;165_195_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;18+;165_195_days;EpiVacCorona;0.93711;0.55349;0.99114
2022.04.B_13-10-2022;РФ;18+;165_195_days;SputnikLite;0.49981;0.38684;0.59197
2022.04.B_13-10-2022;РФ;18+;165_195_days;SputnikV;0.88187;0.84397;0.91057
2022.04.B_13-10-2022;РФ;20-29;165_195_days;AllVaccines;-0.38021;-3.61125;0.58689
2022.04.B_13-10-2022;РФ;20-29;165_195_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;165_195_days;SputnikLite;-5.49219;-20.69028;-0.9432
2022.04.B_13-10-2022;РФ;20-29;165_195_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;165_195_days;AllVaccines;0.84828;0.52552;0.95149
2022.04.B_13-10-2022;РФ;30-39;165_195_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;165_195_days;SputnikLite;0.53109;-0.8881;0.88354
2022.04.B_13-10-2022;РФ;30-39;165_195_days;SputnikV;0.92961;0.49779;0.99013
2022.04.B_13-10-2022;РФ;40-49;165_195_days;AllVaccines;0.78171;0.5382;0.89682
2022.04.B_13-10-2022;РФ;40-49;165_195_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;165_195_days;SputnikLite;0.39166;-0.4721;0.7486
2022.04.B_13-10-2022;РФ;40-49;165_195_days;SputnikV;0.90717;0.62715;0.97689
2022.04.B_13-10-2022;РФ;50-59;165_195_days;AllVaccines;0.81398;0.62553;0.90759
2022.04.B_13-10-2022;РФ;50-59;165_195_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;165_195_days;SputnikLite;0.69491;0.1833;0.88603
2022.04.B_13-10-2022;РФ;50-59;165_195_days;SputnikV;0.84916;0.59622;0.94365
2022.04.B_13-10-2022;РФ;60-69;165_195_days;AllVaccines;0.74538;0.64356;0.81811
2022.04.B_13-10-2022;РФ;60-69;165_195_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;60-69;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;60-69;165_195_days;SputnikLite;0.46428;0.20975;0.63683
2022.04.B_13-10-2022;РФ;60-69;165_195_days;SputnikV;0.88604;0.78042;0.94086
2022.04.B_13-10-2022;РФ;70-79;165_195_days;AllVaccines;0.75438;0.66963;0.81738
2022.04.B_13-10-2022;РФ;70-79;165_195_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;70-79;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;70-79;165_195_days;SputnikLite;0.54878;0.36302;0.68037
2022.04.B_13-10-2022;РФ;70-79;165_195_days;SputnikV;0.87659;0.78223;0.93007
2022.04.B_13-10-2022;РФ;80+;165_195_days;AllVaccines;0.71545;0.6167;0.78875
2022.04.B_13-10-2022;РФ;80+;165_195_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;80+;165_195_days;EpiVacCorona;0.75583;-0.73403;0.96562
2022.04.B_13-10-2022;РФ;80+;165_195_days;SputnikLite;0.67923;0.5072;0.7912
2022.04.B_13-10-2022;РФ;80+;165_195_days;SputnikV;0.72886;0.58752;0.82177
2022.04.B_13-10-2022;РФ;18+;21_45_days;AllVaccines;0.40177;0.15779;0.57508
2022.04.B_13-10-2022;РФ;18+;21_45_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;18+;21_45_days;EpiVacCorona;-0.28872;-1.86961;0.42125
2022.04.B_13-10-2022;РФ;18+;21_45_days;SputnikLite;0.53559;-0.11615;0.80676
2022.04.B_13-10-2022;РФ;18+;21_45_days;SputnikV;0.41649;0.11317;0.61606
2022.04.B_13-10-2022;РФ;20-29;21_45_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;21_45_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;21_45_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;21_45_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;21_45_days;AllVaccines;0.2477;-4.36708;0.89455
2022.04.B_13-10-2022;РФ;30-39;21_45_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;21_45_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;21_45_days;SputnikV;-0.14732;-7.18526;0.83918
2022.04.B_13-10-2022;РФ;40-49;21_45_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;21_45_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;21_45_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;21_45_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;21_45_days;AllVaccines;0.42461;-1.30829;0.85657
2022.04.B_13-10-2022;РФ;50-59;21_45_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;21_45_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;21_45_days;SputnikV;0.12923;-2.49327;0.78294
2022.04.B_13-10-2022;РФ;60-69;21_45_days;AllVaccines;0.26739;-0.41159;0.61978
2022.04.B_13-10-2022;РФ;60-69;21_45_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;60-69;21_45_days;EpiVacCorona;-0.93275;-6.73717;0.5172
2022.04.B_13-10-2022;РФ;60-69;21_45_days;SputnikLite;0.55167;-2.18541;0.9369
2022.04.B_13-10-2022;РФ;60-69;21_45_days;SputnikV;0.31146;-0.53579;0.6913
2022.04.B_13-10-2022;РФ;70-79;21_45_days;AllVaccines;0.73394;0.40689;0.88065
2022.04.B_13-10-2022;РФ;70-79;21_45_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;70-79;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;70-79;21_45_days;SputnikLite;0.73945;-0.85083;0.96332
2022.04.B_13-10-2022;РФ;70-79;21_45_days;SputnikV;0.69596;0.26852;0.87362
2022.04.B_13-10-2022;РФ;80+;21_45_days;AllVaccines;0.50326;0.17487;0.70095
2022.04.B_13-10-2022;РФ;80+;21_45_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;80+;21_45_days;EpiVacCorona;-0.20772;-2.22018;0.54705
2022.04.B_13-10-2022;РФ;80+;21_45_days;SputnikLite;0.17922;-1.54648;0.73545
2022.04.B_13-10-2022;РФ;80+;21_45_days;SputnikV;0.64425;0.28791;0.82227
2022.04.B_13-10-2022;РФ;18+;45_75_days;AllVaccines;-0.18716;-0.4276;0.01278
2022.04.B_13-10-2022;РФ;18+;45_75_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;18+;45_75_days;EpiVacCorona;0.154;-0.88381;0.62007
2022.04.B_13-10-2022;РФ;18+;45_75_days;SputnikLite;-1.05331;-1.71209;-0.55455
2022.04.B_13-10-2022;РФ;18+;45_75_days;SputnikV;0.07066;-0.2009;0.28081
2022.04.B_13-10-2022;РФ;20-29;45_75_days;AllVaccines;-2.05451;-21.57851;0.58677
2022.04.B_13-10-2022;РФ;20-29;45_75_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;45_75_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;45_75_days;SputnikV;-3.66976;-33.5182;0.36826
2022.04.B_13-10-2022;РФ;30-39;45_75_days;AllVaccines;0.23973;-2.06129;0.81118
2022.04.B_13-10-2022;РФ;30-39;45_75_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;45_75_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;45_75_days;SputnikV;-0.16544;-3.69272;0.71056
2022.04.B_13-10-2022;РФ;40-49;45_75_days;AllVaccines;0.34762;-1.03395;0.79075
2022.04.B_13-10-2022;РФ;40-49;45_75_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;45_75_days;SputnikLite;-1.49906;-6.7914;0.19844
2022.04.B_13-10-2022;РФ;40-49;45_75_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;45_75_days;AllVaccines;-1.58912;-3.26703;-0.57101
2022.04.B_13-10-2022;РФ;50-59;45_75_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;45_75_days;SputnikLite;-4.46691;-9.58194;-1.82435
2022.04.B_13-10-2022;РФ;50-59;45_75_days;SputnikV;-0.73932;-2.67129;0.17597
2022.04.B_13-10-2022;РФ;60-69;45_75_days;AllVaccines;0.13693;-0.3932;0.46534
2022.04.B_13-10-2022;РФ;60-69;45_75_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;60-69;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;60-69;45_75_days;SputnikLite;-0.42324;-1.99209;0.32301
2022.04.B_13-10-2022;РФ;60-69;45_75_days;SputnikV;0.23187;-0.43143;0.58781
2022.04.B_13-10-2022;РФ;70-79;45_75_days;AllVaccines;0.04734;-0.36721;0.3362
2022.04.B_13-10-2022;РФ;70-79;45_75_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;70-79;45_75_days;EpiVacCorona;-0.58817;-3.23676;0.40467
2022.04.B_13-10-2022;РФ;70-79;45_75_days;SputnikLite;-0.78091;-2.01402;-0.0523
2022.04.B_13-10-2022;РФ;70-79;45_75_days;SputnikV;0.42212;-0.01975;0.67252
2022.04.B_13-10-2022;РФ;80+;45_75_days;AllVaccines;-0.01799;-0.36246;0.23939
2022.04.B_13-10-2022;РФ;80+;45_75_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;80+;45_75_days;EpiVacCorona;0.65902;-0.3641;0.91476
2022.04.B_13-10-2022;РФ;80+;45_75_days;SputnikLite;-1.1065;-2.39359;-0.30757
2022.04.B_13-10-2022;РФ;80+;45_75_days;SputnikV;0.12046;-0.28496;0.39797
2022.04.B_13-10-2022;РФ;18+;75_90_days;AllVaccines;0.32152;0.13687;0.46667
2022.04.B_13-10-2022;РФ;18+;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;18+;75_90_days;EpiVacCorona;0.39038;-0.89063;0.80343
2022.04.B_13-10-2022;РФ;18+;75_90_days;SputnikLite;-0.22451;-0.63651;0.08376
2022.04.B_13-10-2022;РФ;18+;75_90_days;SputnikV;0.6722;0.47938;0.7936
2022.04.B_13-10-2022;РФ;20-29;75_90_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;75_90_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;20-29;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;75_90_days;AllVaccines;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;75_90_days;SputnikLite;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;30-39;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;75_90_days;AllVaccines;0.39512;-0.88584;0.80599
2022.04.B_13-10-2022;РФ;40-49;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;40-49;75_90_days;EpiVacCorona;-3.33758;-29.88926;0.3909
2022.04.B_13-10-2022;РФ;40-49;75_90_days;SputnikLite;0.00119;-3.01172;0.75132
2022.04.B_13-10-2022;РФ;40-49;75_90_days;SputnikV;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;75_90_days;AllVaccines;0.42055;-0.55116;0.78354
2022.04.B_13-10-2022;РФ;50-59;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;50-59;75_90_days;SputnikLite;-0.07403;-2.34366;0.65501
2022.04.B_13-10-2022;РФ;50-59;75_90_days;SputnikV;0.72749;-0.93912;0.9617
2022.04.B_13-10-2022;РФ;60-69;75_90_days;AllVaccines;0.44488;-0.0052;0.69343
2022.04.B_13-10-2022;РФ;60-69;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;60-69;75_90_days;EpiVacCorona;-0.02082;-6.25298;0.85632
2022.04.B_13-10-2022;РФ;60-69;75_90_days;SputnikLite;-0.26509;-1.43758;0.34342
2022.04.B_13-10-2022;РФ;60-69;75_90_days;SputnikV;0.9132;0.38327;0.98778
2022.04.B_13-10-2022;РФ;70-79;75_90_days;AllVaccines;0.40938;0.03353;0.63906
2022.04.B_13-10-2022;РФ;70-79;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;70-79;75_90_days;EpiVacCorona;0.31036;-3.89878;0.90292
2022.04.B_13-10-2022;РФ;70-79;75_90_days;SputnikLite;0.03241;-0.86308;0.49749
2022.04.B_13-10-2022;РФ;70-79;75_90_days;SputnikV;0.62667;0.16775;0.83253
2022.04.B_13-10-2022;РФ;80+;75_90_days;AllVaccines;0.00887;-0.39706;0.29686
2022.04.B_13-10-2022;РФ;80+;75_90_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;80+;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;80+;75_90_days;SputnikLite;-1.1689;-2.26953;-0.43878
2022.04.B_13-10-2022;РФ;80+;75_90_days;SputnikV;0.48672;0.04496;0.72414
2022.04.B_13-10-2022;РФ;18+;90_105_days;AllVaccines;0.4044;0.25433;0.52426
2022.04.B_13-10-2022;РФ;18+;90_105_days;CoviVac;NULL;NULL;NULL
2022.04.B_13-10-2022;РФ;18+;90_105_days;EpiVacCorona;-0.71415;-2.29595;0.1085
2022.04.B_13-10-2022;РФ;18+;90_105_days;SputnikLite;0.51311;0.30708;0.65788
2022.04.B_13-10-2022;РФ;18+;90_105_days;SputnikV;0.36477;0.12244;0.54018
