data_point;region;vac_interval_group;vaccine;count_vac_zab_18_59;count_vac_hosp_18_59;count_vac_severe_18_59;count_vac_death_18_59;count_vac_zab_60;count_vac_hosp_60;count_vac_severe_60;count_vac_death_60;count_vac_zab_total;count_vac_hosp_total;count_vac_severe_total;count_vac_death_total;count_zab_18_59;count_hosp_18_59;count_severe_18_59;count_death_18_59;count_zab_60;count_hosp_60;count_severe_60;count_death_60;count_zab_total;count_hosp_total;count_severe_total;count_death_total
2022.05_15-06-2022;Кабардино-Балкарская Республика;21_45_days;SputnikV;5;0;0;0;1;0;0;0;6;0;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;45_75_days;AllVaccines;7;1;0;0;4;0;0;0;11;1;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;45_75_days;CoviVac;1;0;0;0;0;0;0;0;1;0;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;45_75_days;SputnikLite;3;1;0;0;0;0;0;0;3;1;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;45_75_days;SputnikV;3;0;0;0;4;0;0;0;7;0;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;75_90_days;AllVaccines;9;1;0;0;7;1;0;0;16;2;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;75_90_days;EpiVacCorona;0;0;0;0;1;0;0;0;1;0;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;75_90_days;SputnikLite;3;0;0;0;3;1;0;0;6;1;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;75_90_days;SputnikV;6;1;0;0;3;0;0;0;9;1;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;90_105_days;AllVaccines;15;1;0;0;10;2;0;0;25;3;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;90_105_days;CoviVac;2;0;0;0;0;0;0;0;2;0;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;90_105_days;EpiVacCorona;3;0;0;0;0;0;0;0;3;0;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;90_105_days;SputnikLite;4;0;0;0;3;1;0;0;7;1;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Кабардино-Балкарская Республика;90_105_days;SputnikV;6;1;0;0;7;1;0;0;13;2;0;0;556;51;15;2;349;64;25;11;905;115;40;13
2022.05_15-06-2022;Калининградская область;105_165_days;AllVaccines;61;4;0;0;35;15;3;0;96;19;3;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;105_165_days;CoviVac;4;1;0;0;0;0;0;0;4;1;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;105_165_days;EpiVacCorona;2;1;0;0;2;1;0;0;4;2;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;105_165_days;SputnikLite;26;1;0;0;18;6;1;0;44;7;1;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;105_165_days;SputnikV;29;1;0;0;15;8;2;0;44;9;2;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;165_195_days;AllVaccines;36;7;1;1;40;20;1;0;76;27;2;1;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;165_195_days;EpiVacCorona;4;0;0;0;4;3;0;0;8;3;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;165_195_days;SputnikLite;9;0;0;0;20;12;1;0;29;12;1;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;165_195_days;SputnikV;23;7;1;1;16;5;0;0;39;12;1;1;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;21_45_days;AllVaccines;2;1;0;0;0;0;0;0;2;1;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;21_45_days;SputnikLite;1;0;0;0;0;0;0;0;1;0;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;21_45_days;SputnikV;1;1;0;0;0;0;0;0;1;1;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;45_75_days;AllVaccines;5;0;0;0;3;1;0;0;8;1;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;45_75_days;SputnikLite;1;0;0;0;1;1;0;0;2;1;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;45_75_days;SputnikV;4;0;0;0;2;0;0;0;6;0;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;75_90_days;AllVaccines;5;0;0;0;3;1;0;0;8;1;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;75_90_days;SputnikLite;2;0;0;0;1;1;0;0;3;1;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;75_90_days;SputnikV;3;0;0;0;2;0;0;0;5;0;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;90_105_days;AllVaccines;8;0;0;0;3;1;0;0;11;1;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;90_105_days;CoviVac;1;0;0;0;0;0;0;0;1;0;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;90_105_days;SputnikLite;1;0;0;0;0;0;0;0;1;0;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калининградская область;90_105_days;SputnikV;6;0;0;0;3;1;0;0;9;1;0;0;393;68;4;2;250;127;22;11;643;195;26;13
2022.05_15-06-2022;Калужская область;105_165_days;AllVaccines;75;13;3;0;55;25;5;2;130;38;8;2;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;105_165_days;CoviVac;1;0;0;0;2;1;0;0;3;1;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;105_165_days;EpiVacCorona;7;0;0;0;4;0;0;0;11;0;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;105_165_days;SputnikLite;19;3;1;0;27;11;4;1;46;14;5;1;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;105_165_days;SputnikV;48;10;2;0;22;13;1;1;70;23;3;1;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;165_195_days;AllVaccines;61;5;0;1;33;9;1;1;94;14;1;2;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;165_195_days;CoviVac;2;0;0;0;1;0;0;0;3;0;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;165_195_days;EpiVacCorona;2;0;0;0;1;0;0;0;3;0;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;165_195_days;SputnikLite;7;1;0;0;10;2;0;0;17;3;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;165_195_days;SputnikV;50;4;0;1;21;7;1;1;71;11;1;2;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;21_45_days;AllVaccines;1;0;0;0;1;1;1;0;2;1;1;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;21_45_days;SputnikV;1;0;0;0;1;1;1;0;2;1;1;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;45_75_days;AllVaccines;6;0;0;0;4;1;0;0;10;1;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;45_75_days;CoviVac;0;0;0;0;1;0;0;0;1;0;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;45_75_days;SputnikLite;1;0;0;0;1;1;0;0;2;1;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;45_75_days;SputnikV;5;0;0;0;2;0;0;0;7;0;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;75_90_days;AllVaccines;6;1;0;0;6;1;1;1;12;2;1;1;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;75_90_days;SputnikLite;1;0;0;0;0;0;0;0;1;0;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;75_90_days;SputnikV;5;1;0;0;6;1;1;1;11;2;1;1;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;90_105_days;AllVaccines;6;1;0;0;6;4;0;0;12;5;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;90_105_days;SputnikLite;5;1;0;0;2;1;0;0;7;2;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Калужская область;90_105_days;SputnikV;1;0;0;0;4;3;0;0;5;3;0;0;539;83;13;4;468;198;44;26;1007;281;57;30
2022.05_15-06-2022;Камчатский край;105_165_days;AllVaccines;24;3;1;0;13;4;0;0;37;7;1;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;105_165_days;EpiVacCorona;1;1;1;0;1;0;0;0;2;1;1;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;105_165_days;SputnikLite;12;0;0;0;11;4;0;0;23;4;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;105_165_days;SputnikV;11;2;0;0;1;0;0;0;12;2;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;165_195_days;AllVaccines;19;3;0;0;14;6;1;0;33;9;1;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;165_195_days;EpiVacCorona;1;1;0;0;0;0;0;0;1;1;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;165_195_days;SputnikLite;13;2;0;0;8;1;0;0;21;3;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;165_195_days;SputnikV;5;0;0;0;6;5;1;0;11;5;1;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;21_45_days;AllVaccines;1;0;0;0;1;1;0;0;2;1;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;21_45_days;SputnikV;1;0;0;0;1;1;0;0;2;1;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;45_75_days;AllVaccines;3;1;0;0;0;0;0;0;3;1;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;45_75_days;SputnikLite;1;1;0;0;0;0;0;0;1;1;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;45_75_days;SputnikV;2;0;0;0;0;0;0;0;2;0;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;75_90_days;AllVaccines;2;1;0;0;1;0;0;0;3;1;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;75_90_days;SputnikV;2;1;0;0;1;0;0;0;3;1;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;90_105_days;AllVaccines;4;1;0;0;2;0;0;0;6;1;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;90_105_days;EpiVacCorona;0;0;0;0;1;0;0;0;1;0;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;90_105_days;SputnikLite;3;1;0;0;0;0;0;0;3;1;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Камчатский край;90_105_days;SputnikV;1;0;0;0;1;0;0;0;2;0;0;0;207;29;1;0;155;69;7;3;362;98;8;3
2022.05_15-06-2022;Карачаево-Черкесская Республика;105_165_days;AllVaccines;18;0;0;0;21;3;1;0;39;3;1;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;105_165_days;SputnikLite;7;0;0;0;12;2;1;0;19;2;1;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;105_165_days;SputnikV;11;0;0;0;9;1;0;0;20;1;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;165_195_days;AllVaccines;6;1;0;0;3;0;0;0;9;1;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;165_195_days;SputnikLite;5;1;0;0;2;0;0;0;7;1;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;165_195_days;SputnikV;1;0;0;0;1;0;0;0;2;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;21_45_days;AllVaccines;1;0;0;0;2;0;0;0;3;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;21_45_days;SputnikLite;1;0;0;0;0;0;0;0;1;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;21_45_days;SputnikV;0;0;0;0;2;0;0;0;2;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;45_75_days;AllVaccines;7;1;0;0;1;0;0;0;8;1;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;45_75_days;SputnikLite;3;0;0;0;0;0;0;0;3;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;45_75_days;SputnikV;4;1;0;0;1;0;0;0;5;1;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;75_90_days;AllVaccines;4;0;0;0;4;0;0;0;8;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;75_90_days;CoviVac;1;0;0;0;0;0;0;0;1;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;75_90_days;EpiVacCorona;1;0;0;0;0;0;0;0;1;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;75_90_days;SputnikLite;0;0;0;0;2;0;0;0;2;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;75_90_days;SputnikV;2;0;0;0;2;0;0;0;4;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;90_105_days;AllVaccines;3;0;0;0;3;0;0;0;6;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;90_105_days;SputnikLite;0;0;0;0;1;0;0;0;1;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Карачаево-Черкесская Республика;90_105_days;SputnikV;3;0;0;0;2;0;0;0;5;0;0;0;99;1;0;0;85;7;3;2;184;8;3;2
2022.05_15-06-2022;Кемеровская область;105_165_days;AllVaccines;242;38;4;2;130;50;5;7;372;88;9;9;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;105_165_days;CoviVac;4;1;0;0;1;1;0;0;5;2;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;105_165_days;EpiVacCorona;6;1;0;0;8;3;0;0;14;4;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;105_165_days;SputnikLite;94;13;0;0;54;17;3;1;148;30;3;1;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;105_165_days;SputnikV;138;23;4;2;67;29;2;6;205;52;6;8;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;165_195_days;AllVaccines;78;9;1;0;55;21;0;2;133;30;1;2;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;165_195_days;CoviVac;1;0;0;0;0;0;0;0;1;0;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;165_195_days;EpiVacCorona;3;0;0;0;1;1;0;0;4;1;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;165_195_days;SputnikLite;17;2;0;0;21;8;0;1;38;10;0;1;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;165_195_days;SputnikV;57;7;1;0;33;12;0;1;90;19;1;1;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;21_45_days;AllVaccines;6;0;0;0;5;2;0;0;11;2;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;21_45_days;CoviVac;1;0;0;0;1;0;0;0;2;0;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;21_45_days;SputnikV;5;0;0;0;4;2;0;0;9;2;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;45_75_days;AllVaccines;26;3;0;0;10;4;0;0;36;7;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;45_75_days;CoviVac;2;1;0;0;0;0;0;0;2;1;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;45_75_days;EpiVacCorona;1;0;0;0;0;0;0;0;1;0;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;45_75_days;SputnikLite;4;0;0;0;0;0;0;0;4;0;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;45_75_days;SputnikV;19;2;0;0;10;4;0;0;29;6;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;75_90_days;AllVaccines;41;7;0;1;10;4;0;0;51;11;0;1;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;75_90_days;SputnikLite;20;4;0;1;4;1;0;0;24;5;0;1;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;75_90_days;SputnikV;21;3;0;0;6;3;0;0;27;6;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;90_105_days;AllVaccines;46;7;0;0;26;11;3;2;72;18;3;2;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;90_105_days;CoviVac;1;0;0;0;0;0;0;0;1;0;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;90_105_days;EpiVacCorona;0;0;0;0;6;2;2;2;6;2;2;2;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;90_105_days;SputnikLite;23;3;0;0;13;6;1;0;36;9;1;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кемеровская область;90_105_days;SputnikV;22;4;0;0;7;3;0;0;29;7;0;0;1565;371;54;35;989;503;82;81;2554;874;136;116
2022.05_15-06-2022;Кировская область;105_165_days;AllVaccines;141;12;0;0;141;55;10;8;282;67;10;8;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;105_165_days;CoviVac;3;0;0;0;1;0;0;0;4;0;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;105_165_days;EpiVacCorona;7;1;0;0;5;1;1;1;12;2;1;1;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;105_165_days;SputnikLite;65;3;0;0;64;19;4;3;129;22;4;3;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;105_165_days;SputnikV;66;8;0;0;71;35;5;4;137;43;5;4;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;165_195_days;AllVaccines;95;9;1;0;104;46;5;0;199;55;6;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;165_195_days;CoviVac;1;0;0;0;1;0;0;0;2;0;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;165_195_days;EpiVacCorona;5;1;0;0;3;0;0;0;8;1;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;165_195_days;SputnikLite;44;5;0;0;53;22;1;0;97;27;1;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;165_195_days;SputnikV;45;3;1;0;47;24;4;0;92;27;5;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;21_45_days;AllVaccines;6;0;0;0;6;3;0;0;12;3;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;21_45_days;EpiVacCorona;1;0;0;0;0;0;0;0;1;0;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;21_45_days;SputnikLite;3;0;0;0;4;3;0;0;7;3;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;21_45_days;SputnikV;2;0;0;0;2;0;0;0;4;0;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;45_75_days;AllVaccines;12;1;0;0;9;6;2;1;21;7;2;1;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;45_75_days;SputnikLite;7;0;0;0;2;0;0;0;9;0;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;45_75_days;SputnikV;5;1;0;0;7;6;2;1;12;7;2;1;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;75_90_days;AllVaccines;11;1;0;0;9;6;1;1;20;7;1;1;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;75_90_days;EpiVacCorona;0;0;0;0;2;1;0;0;2;1;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;75_90_days;SputnikLite;6;0;0;0;0;0;0;0;6;0;0;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;75_90_days;SputnikV;5;1;0;0;7;5;1;1;12;6;1;1;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;90_105_days;AllVaccines;10;0;0;0;19;9;3;2;29;9;3;2;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;90_105_days;EpiVacCorona;0;0;0;0;1;1;1;0;1;1;1;0;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;90_105_days;SputnikLite;7;0;0;0;8;3;1;1;15;3;1;1;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Кировская область;90_105_days;SputnikV;3;0;0;0;10;5;1;1;13;5;1;1;877;111;10;5;846;434;89;59;1723;545;99;64
2022.05_15-06-2022;Костромская область;105_165_days;AllVaccines;30;5;0;1;33;7;0;0;63;12;0;1;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;105_165_days;CoviVac;3;0;0;0;0;0;0;0;3;0;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;105_165_days;EpiVacCorona;5;0;0;0;6;1;0;0;11;1;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;105_165_days;SputnikLite;11;3;0;1;13;2;0;0;24;5;0;1;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;105_165_days;SputnikV;11;2;0;0;14;4;0;0;25;6;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;165_195_days;AllVaccines;20;1;0;0;33;9;3;3;53;10;3;3;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;165_195_days;SputnikLite;15;1;0;0;19;6;3;3;34;7;3;3;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;165_195_days;SputnikV;5;0;0;0;14;3;0;0;19;3;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;21_45_days;AllVaccines;0;0;0;0;3;3;0;1;3;3;0;1;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;21_45_days;SputnikV;0;0;0;0;3;3;0;1;3;3;0;1;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;45_75_days;AllVaccines;1;0;0;0;3;0;0;0;4;0;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;45_75_days;SputnikLite;0;0;0;0;2;0;0;0;2;0;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;45_75_days;SputnikV;1;0;0;0;1;0;0;0;2;0;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;75_90_days;AllVaccines;2;0;0;0;2;1;0;0;4;1;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;75_90_days;SputnikLite;0;0;0;0;1;0;0;0;1;0;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;75_90_days;SputnikV;2;0;0;0;1;1;0;0;3;1;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;90_105_days;AllVaccines;9;0;0;0;5;0;0;0;14;0;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;90_105_days;EpiVacCorona;1;0;0;0;0;0;0;0;1;0;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;90_105_days;SputnikLite;4;0;0;0;4;0;0;0;8;0;0;0;249;31;2;1;311;95;27;23;560;126;29;24
2022.05_15-06-2022;Костромская область;90_105_days;SputnikV;4;0;0;0;1;0;0;0;5;0;0;0;249;31;2;1;311;95;27;23;560;126;29;24
