data_point;region;age_group;vac_interval_group;vaccine;ve_zab;cil_zab;cih_zab;ve_hosp;cil_hosp;cih_hosp;ve_severe;cil_severe;cih_severe
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;75_90_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;75_90_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;75_90_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;75_90_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;75_90_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;75_90_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;75_90_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;75_90_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;75_90_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;75_90_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;75_90_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;75_90_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;75_90_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;75_90_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;75_90_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;75_90_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;90_105_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;18+;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;90_105_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;20-29;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;90_105_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;30-39;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;90_105_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;40-49;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;90_105_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;50-59;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;90_105_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;60-69;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;90_105_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;70-79;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;90_105_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.03.B_13-10-2022;г. Санкт-Петербург;80+;90_105_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;18+;105_165_days;AllVaccines;-0.24569;-0.31435;-0.18062;0.03208;-0.14383;0.18094;-0.01548;-0.43567;0.28174
2022.04.B_13-10-2022;Московская область;18+;105_165_days;CoviVac;-1.12208;-2.09575;-0.45465;-0.25473;-4.02166;0.68649;-4.6289;-21.60285;-0.40179
2022.04.B_13-10-2022;Московская область;18+;105_165_days;EpiVacCorona;-0.70253;-1.34101;-0.23819;-0.43112;-2.81823;0.4636;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;18+;105_165_days;SputnikLite;-0.04615;-0.14213;0.04176;0.07614;-0.20133;0.28952;0.14926;-0.5141;0.52199
2022.04.B_13-10-2022;Московская область;18+;105_165_days;SputnikV;-0.32475;-0.41562;-0.2397;0.01843;-0.21492;0.20695;-0.07777;-0.66124;0.30078
2022.04.B_13-10-2022;Московская область;20-29;105_165_days;AllVaccines;-0.20852;-0.42954;-0.02167;0.74343;-0.87131;0.96482;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;105_165_days;CoviVac;-2.4134;-8.10813;-0.27922;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;105_165_days;EpiVacCorona;-0.08552;-3.34487;0.7288;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;105_165_days;SputnikLite;0.28874;-0.06505;0.525;-0.07595;-6.84747;0.85248;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;20-29;105_165_days;SputnikV;-0.35956;-0.63557;-0.13013;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;105_165_days;AllVaccines;-0.13496;-0.31159;0.01788;0.50257;-0.22177;0.79748;0.35003;-3.92048;0.91414
2022.04.B_13-10-2022;Московская область;30-39;105_165_days;CoviVac;-0.06911;-3.27778;0.73281;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;105_165_days;EpiVacCorona;-0.25595;-2.89752;0.59528;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;105_165_days;SputnikLite;0.3155;0.05236;0.50558;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;30-39;105_165_days;SputnikV;-0.33102;-0.56244;-0.13387;0.24883;-0.84499;0.69417;0.01848;-6.4304;0.87034
2022.04.B_13-10-2022;Московская область;40-49;105_165_days;AllVaccines;-0.26892;-0.46074;-0.10229;-0.01754;-0.85008;0.44036;-0.37903;-3.66006;0.59191
2022.04.B_13-10-2022;Московская область;40-49;105_165_days;CoviVac;-1.0478;-4.4623;0.23229;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;105_165_days;EpiVacCorona;-0.96067;-3.7165;0.18494;-5.00242;-41.97658;0.16166;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;40-49;105_165_days;SputnikLite;0.00188;-0.26981;0.21544;0.7867;-0.52722;0.97021;-0.15793;-7.60825;0.84424
2022.04.B_13-10-2022;Московская область;40-49;105_165_days;SputnikV;-0.38853;-0.64665;-0.17087;-0.47486;-1.8213;0.22901;-0.5486;-5.62532;0.63803
2022.04.B_13-10-2022;Московская область;50-59;105_165_days;AllVaccines;-0.20678;-0.38926;-0.04827;-0.23336;-0.95282;0.22104;0.22702;-1.52837;0.76368
2022.04.B_13-10-2022;Московская область;50-59;105_165_days;CoviVac;-2.03284;-5.37143;-0.44365;-3.69924;-32.57011;0.34219;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;105_165_days;EpiVacCorona;-1.38245;-4.00508;-0.13406;-6.4306;-28.97674;-0.84189;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;105_165_days;SputnikLite;0.17433;-0.04386;0.34692;0.51919;-0.29747;0.82182;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;50-59;105_165_days;SputnikV;-0.45031;-0.72807;-0.2172;-0.63182;-1.82516;0.05745;-0.61302;-4.27609;0.50686
2022.04.B_13-10-2022;Московская область;60-69;105_165_days;AllVaccines;-0.06684;-0.1986;0.05044;0.40935;0.12968;0.59915;-0.06594;-1.02097;0.43778
2022.04.B_13-10-2022;Московская область;60-69;105_165_days;CoviVac;-1.47214;-4.19153;-0.1772;-1.48094;-16.66496;0.65157;-20.81868;-87.90058;-4.35491
2022.04.B_13-10-2022;Московская область;60-69;105_165_days;EpiVacCorona;-0.28902;-1.4806;0.33018;-0.00525;-6.15763;0.85882;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;60-69;105_165_days;SputnikLite;0.12616;-0.04311;0.26796;0.49312;0.07519;0.72218;0.40288;-0.89513;0.81186
2022.04.B_13-10-2022;Московская область;60-69;105_165_days;SputnikV;-0.20358;-0.39838;-0.03592;0.34364;-0.10212;0.60911;-0.16813;-1.69022;0.49278
2022.04.B_13-10-2022;Московская область;70-79;105_165_days;AllVaccines;-0.2269;-0.40261;-0.0732;0.0128;-0.34692;0.27644;-0.03942;-0.96655;0.45062
2022.04.B_13-10-2022;Московская область;70-79;105_165_days;CoviVac;-0.05253;-3.21207;0.73699;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;105_165_days;EpiVacCorona;-0.37473;-1.75378;0.31371;NULL;NULL;NULL;NULL;NULL;NULL
2022.04.B_13-10-2022;Московская область;70-79;105_165_days;SputnikLite;-0.04531;-0.26984;0.13952;0.0291;-0.49557;0.3697;-0.38798;-2.01713;0.36148
2022.04.B_13-10-2022;Московская область;70-79;105_165_days;SputnikV;-0.36437;-0.62568;-0.14506;-0.08574;-0.64412;0.283;0.22482;-1.12009;0.71657
