data_point;region;vac_interval_group;vaccine;vac_count_18_59;vac_count_60;vac_count_total;nas_age_18_59;nas_age_60;nas_age_adult_total
2022.04_13-10-2022;Свердловская область;165_195_days;EpiVacCorona;7965;2900;10865;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;165_195_days;SputnikLite;56925;32080;89005;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;165_195_days;SputnikV;246466;71834;318300;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;21_45_days;AllVaccines;22541;14936;37477;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;21_45_days;CoviVac;250;65;315;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;21_45_days;EpiVacCorona;1280;702;1982;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;21_45_days;SputnikLite;3594;2000;5594;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;21_45_days;SputnikV;17417;12169;29586;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;45_75_days;AllVaccines;37242;17919;55161;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;45_75_days;CoviVac;211;49;260;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;45_75_days;EpiVacCorona;1938;995;2933;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;45_75_days;SputnikLite;8456;3820;12276;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;45_75_days;SputnikV;26637;13055;39692;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;75_90_days;AllVaccines;33919;15430;49349;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;75_90_days;CoviVac;192;55;247;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;75_90_days;EpiVacCorona;2488;1136;3624;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;75_90_days;SputnikLite;11795;4901;16696;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;75_90_days;SputnikV;19444;9338;28782;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;90_105_days;AllVaccines;47433;22946;70379;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;90_105_days;CoviVac;515;131;646;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;90_105_days;EpiVacCorona;3765;1890;5655;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;90_105_days;SputnikLite;24553;10657;35210;2364046;987486;3351532
2022.04_13-10-2022;Свердловская область;90_105_days;SputnikV;18600;10268;28868;2364046;987486;3351532
2022.04_13-10-2022;Смоленская область;105_165_days;AllVaccines;50366;32354;82720;521379;238479;759858
2022.04_13-10-2022;Смоленская область;105_165_days;CoviVac;501;124;625;521379;238479;759858
2022.04_13-10-2022;Смоленская область;105_165_days;EpiVacCorona;2512;1459;3971;521379;238479;759858
2022.04_13-10-2022;Смоленская область;105_165_days;SputnikLite;20690;16504;37194;521379;238479;759858
2022.04_13-10-2022;Смоленская область;105_165_days;SputnikV;26663;14267;40930;521379;238479;759858
2022.04_13-10-2022;Смоленская область;165_195_days;AllVaccines;35296;19888;55184;521379;238479;759858
2022.04_13-10-2022;Смоленская область;165_195_days;CoviVac;147;33;180;521379;238479;759858
2022.04_13-10-2022;Смоленская область;165_195_days;EpiVacCorona;332;149;481;521379;238479;759858
2022.04_13-10-2022;Смоленская область;165_195_days;SputnikLite;12593;11205;23798;521379;238479;759858
2022.04_13-10-2022;Смоленская область;165_195_days;SputnikV;22224;8501;30725;521379;238479;759858
2022.04_13-10-2022;Смоленская область;21_45_days;AllVaccines;4204;2567;6771;521379;238479;759858
2022.04_13-10-2022;Смоленская область;21_45_days;CoviVac;230;70;300;521379;238479;759858
2022.04_13-10-2022;Смоленская область;21_45_days;EpiVacCorona;199;132;331;521379;238479;759858
2022.04_13-10-2022;Смоленская область;21_45_days;SputnikLite;1719;1107;2826;521379;238479;759858
2022.04_13-10-2022;Смоленская область;21_45_days;SputnikV;2056;1258;3314;521379;238479;759858
2022.04_13-10-2022;Смоленская область;45_75_days;AllVaccines;6851;3488;10339;521379;238479;759858
2022.04_13-10-2022;Смоленская область;45_75_days;CoviVac;306;100;406;521379;238479;759858
2022.04_13-10-2022;Смоленская область;45_75_days;EpiVacCorona;562;281;843;521379;238479;759858
2022.04_13-10-2022;Смоленская область;45_75_days;SputnikLite;1132;633;1765;521379;238479;759858
2022.04_13-10-2022;Смоленская область;45_75_days;SputnikV;4851;2474;7325;521379;238479;759858
2022.04_13-10-2022;Смоленская область;75_90_days;AllVaccines;6512;3552;10064;521379;238479;759858
2022.04_13-10-2022;Смоленская область;75_90_days;CoviVac;119;44;163;521379;238479;759858
2022.04_13-10-2022;Смоленская область;75_90_days;EpiVacCorona;434;217;651;521379;238479;759858
2022.04_13-10-2022;Смоленская область;75_90_days;SputnikLite;2054;1048;3102;521379;238479;759858
2022.04_13-10-2022;Смоленская область;75_90_days;SputnikV;3905;2243;6148;521379;238479;759858
2022.04_13-10-2022;Смоленская область;90_105_days;AllVaccines;7623;4023;11646;521379;238479;759858
2022.04_13-10-2022;Смоленская область;90_105_days;CoviVac;154;49;203;521379;238479;759858
2022.04_13-10-2022;Смоленская область;90_105_days;EpiVacCorona;674;466;1140;521379;238479;759858
2022.04_13-10-2022;Смоленская область;90_105_days;SputnikLite;3540;1565;5105;521379;238479;759858
2022.04_13-10-2022;Смоленская область;90_105_days;SputnikV;3255;1943;5198;521379;238479;759858
2022.04_13-10-2022;Ставропольский край;105_165_days;AllVaccines;203667;78169;281836;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;105_165_days;CoviVac;1313;446;1759;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;105_165_days;EpiVacCorona;7329;3221;10550;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;105_165_days;SputnikLite;67567;36372;103939;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;105_165_days;SputnikV;127458;38130;165588;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;165_195_days;AllVaccines;134266;50958;185224;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;165_195_days;CoviVac;1535;424;1959;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;165_195_days;EpiVacCorona;3362;1294;4656;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;165_195_days;SputnikLite;32726;18701;51427;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;165_195_days;SputnikV;96643;30539;127182;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;21_45_days;AllVaccines;10561;5676;16237;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;21_45_days;CoviVac;368;126;494;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;21_45_days;EpiVacCorona;1317;605;1922;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;21_45_days;SputnikLite;986;641;1627;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;21_45_days;SputnikV;7890;4304;12194;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;45_75_days;AllVaccines;16228;12500;28728;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;45_75_days;CoviVac;694;494;1188;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;45_75_days;EpiVacCorona;1344;696;2040;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;45_75_days;SputnikLite;2316;1428;3744;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;45_75_days;SputnikV;11874;9882;21756;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;75_90_days;AllVaccines;15237;8639;23876;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;75_90_days;CoviVac;216;170;386;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;75_90_days;EpiVacCorona;2296;1388;3684;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;75_90_days;SputnikLite;6049;2374;8423;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;75_90_days;SputnikV;6676;4707;11383;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;90_105_days;AllVaccines;21453;10580;32033;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;90_105_days;CoviVac;334;307;641;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;90_105_days;EpiVacCorona;2858;2282;5140;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;90_105_days;SputnikLite;10907;4434;15341;1590669;616030;2206699
2022.04_13-10-2022;Ставропольский край;90_105_days;SputnikV;7354;3557;10911;1590669;616030;2206699
2022.04_13-10-2022;Тамбовская область;105_165_days;AllVaccines;60192;37559;97751;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;105_165_days;CoviVac;1315;241;1556;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;105_165_days;EpiVacCorona;2694;1896;4590;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;105_165_days;SputnikLite;34864;16700;51564;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;105_165_days;SputnikV;21319;18722;40041;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;165_195_days;AllVaccines;41148;29720;70868;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;165_195_days;CoviVac;1048;231;1279;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;165_195_days;EpiVacCorona;633;358;991;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;165_195_days;SputnikLite;22834;13935;36769;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;165_195_days;SputnikV;16633;15196;31829;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;21_45_days;AllVaccines;6975;6371;13346;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;21_45_days;CoviVac;1103;251;1354;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;21_45_days;EpiVacCorona;1100;1006;2106;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;21_45_days;SputnikLite;128;74;202;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;21_45_days;SputnikV;4644;5040;9684;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;45_75_days;AllVaccines;13259;8525;21784;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;45_75_days;CoviVac;529;57;586;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;45_75_days;EpiVacCorona;1015;832;1847;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;45_75_days;SputnikLite;1185;812;1997;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;45_75_days;SputnikV;10530;6824;17354;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;75_90_days;AllVaccines;9567;5314;14881;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;75_90_days;CoviVac;223;32;255;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;75_90_days;EpiVacCorona;1039;683;1722;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;75_90_days;SputnikLite;4120;1421;5541;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;75_90_days;SputnikV;4185;3178;7363;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;90_105_days;AllVaccines;15612;10157;25769;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;90_105_days;CoviVac;286;48;334;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;90_105_days;EpiVacCorona;2614;2162;4776;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;90_105_days;SputnikLite;6852;1930;8782;545785;279936;825721
2022.04_13-10-2022;Тамбовская область;90_105_days;SputnikV;5860;6017;11877;545785;279936;825721
2022.04_13-10-2022;Тверская область;105_165_days;AllVaccines;62616;39659;102275;681519;330234;1011753
2022.04_13-10-2022;Тверская область;105_165_days;CoviVac;1592;411;2003;681519;330234;1011753
2022.04_13-10-2022;Тверская область;105_165_days;EpiVacCorona;3895;2605;6500;681519;330234;1011753
2022.04_13-10-2022;Тверская область;105_165_days;SputnikLite;27979;20417;48396;681519;330234;1011753
2022.04_13-10-2022;Тверская область;105_165_days;SputnikV;29150;16226;45376;681519;330234;1011753
2022.04_13-10-2022;Тверская область;165_195_days;AllVaccines;51971;32100;84071;681519;330234;1011753
2022.04_13-10-2022;Тверская область;165_195_days;CoviVac;845;220;1065;681519;330234;1011753
2022.04_13-10-2022;Тверская область;165_195_days;EpiVacCorona;2611;1140;3751;681519;330234;1011753
2022.04_13-10-2022;Тверская область;165_195_days;SputnikLite;17275;16509;33784;681519;330234;1011753
2022.04_13-10-2022;Тверская область;165_195_days;SputnikV;31240;14231;45471;681519;330234;1011753
2022.04_13-10-2022;Тверская область;21_45_days;AllVaccines;3382;3616;6998;681519;330234;1011753
2022.04_13-10-2022;Тверская область;21_45_days;CoviVac;230;44;274;681519;330234;1011753
2022.04_13-10-2022;Тверская область;21_45_days;EpiVacCorona;152;144;296;681519;330234;1011753
2022.04_13-10-2022;Тверская область;21_45_days;SputnikLite;1082;1511;2593;681519;330234;1011753
2022.04_13-10-2022;Тверская область;21_45_days;SputnikV;1918;1917;3835;681519;330234;1011753
2022.04_13-10-2022;Тверская область;45_75_days;AllVaccines;7500;5693;13193;681519;330234;1011753
2022.04_13-10-2022;Тверская область;45_75_days;CoviVac;245;71;316;681519;330234;1011753
2022.04_13-10-2022;Тверская область;45_75_days;EpiVacCorona;296;196;492;681519;330234;1011753
2022.04_13-10-2022;Тверская область;45_75_days;SputnikLite;3616;3199;6815;681519;330234;1011753
2022.04_13-10-2022;Тверская область;45_75_days;SputnikV;3343;2227;5570;681519;330234;1011753
2022.04_13-10-2022;Тверская область;75_90_days;AllVaccines;8872;5048;13920;681519;330234;1011753
2022.04_13-10-2022;Тверская область;75_90_days;CoviVac;225;48;273;681519;330234;1011753
2022.04_13-10-2022;Тверская область;75_90_days;EpiVacCorona;414;259;673;681519;330234;1011753
2022.04_13-10-2022;Тверская область;75_90_days;SputnikLite;4340;2470;6810;681519;330234;1011753
2022.04_13-10-2022;Тверская область;75_90_days;SputnikV;3893;2271;6164;681519;330234;1011753
2022.04_13-10-2022;Тверская область;90_105_days;AllVaccines;12285;7017;19302;681519;330234;1011753
2022.04_13-10-2022;Тверская область;90_105_days;CoviVac;313;92;405;681519;330234;1011753
2022.04_13-10-2022;Тверская область;90_105_days;EpiVacCorona;523;493;1016;681519;330234;1011753
2022.04_13-10-2022;Тверская область;90_105_days;SputnikLite;7800;4054;11854;681519;330234;1011753
2022.04_13-10-2022;Тверская область;90_105_days;SputnikV;3649;2378;6027;681519;330234;1011753
2022.04_13-10-2022;Томская область;105_165_days;AllVaccines;97477;36564;134041;621613;222482;844095
2022.04_13-10-2022;Томская область;105_165_days;CoviVac;1835;265;2100;621613;222482;844095
2022.04_13-10-2022;Томская область;105_165_days;EpiVacCorona;2261;900;3161;621613;222482;844095
2022.04_13-10-2022;Томская область;105_165_days;SputnikLite;32939;20295;53234;621613;222482;844095
2022.04_13-10-2022;Томская область;105_165_days;SputnikV;60442;15104;75546;621613;222482;844095
2022.04_13-10-2022;Томская область;165_195_days;AllVaccines;66726;22686;89412;621613;222482;844095
2022.04_13-10-2022;Томская область;165_195_days;CoviVac;1783;229;2012;621613;222482;844095
2022.04_13-10-2022;Томская область;165_195_days;EpiVacCorona;948;259;1207;621613;222482;844095
2022.04_13-10-2022;Томская область;165_195_days;SputnikLite;23085;13251;36336;621613;222482;844095
2022.04_13-10-2022;Томская область;165_195_days;SputnikV;40910;8947;49857;621613;222482;844095
2022.04_13-10-2022;Томская область;21_45_days;AllVaccines;3520;2376;5896;621613;222482;844095
2022.04_13-10-2022;Томская область;21_45_days;CoviVac;147;20;167;621613;222482;844095
2022.04_13-10-2022;Томская область;21_45_days;EpiVacCorona;250;104;354;621613;222482;844095
2022.04_13-10-2022;Томская область;21_45_days;SputnikLite;818;615;1433;621613;222482;844095
2022.04_13-10-2022;Томская область;21_45_days;SputnikV;2305;1637;3942;621613;222482;844095
2022.04_13-10-2022;Томская область;45_75_days;AllVaccines;8055;3922;11977;621613;222482;844095
2022.04_13-10-2022;Томская область;45_75_days;CoviVac;207;11;218;621613;222482;844095
2022.04_13-10-2022;Томская область;45_75_days;EpiVacCorona;428;160;588;621613;222482;844095
2022.04_13-10-2022;Томская область;45_75_days;SputnikLite;3102;1671;4773;621613;222482;844095
2022.04_13-10-2022;Томская область;45_75_days;SputnikV;4318;2080;6398;621613;222482;844095
2022.04_13-10-2022;Томская область;75_90_days;AllVaccines;9428;4431;13859;621613;222482;844095
2022.04_13-10-2022;Томская область;75_90_days;CoviVac;123;5;128;621613;222482;844095
2022.04_13-10-2022;Томская область;75_90_days;EpiVacCorona;664;218;882;621613;222482;844095
2022.04_13-10-2022;Томская область;75_90_days;SputnikLite;4025;1718;5743;621613;222482;844095
2022.04_13-10-2022;Томская область;75_90_days;SputnikV;4616;2490;7106;621613;222482;844095
2022.04_13-10-2022;Томская область;90_105_days;AllVaccines;14009;6485;20494;621613;222482;844095
2022.04_13-10-2022;Томская область;90_105_days;CoviVac;178;31;209;621613;222482;844095
2022.04_13-10-2022;Томская область;90_105_days;EpiVacCorona;745;361;1106;621613;222482;844095
2022.04_13-10-2022;Томская область;90_105_days;SputnikLite;8838;3944;12782;621613;222482;844095
2022.04_13-10-2022;Томская область;90_105_days;SputnikV;4248;2149;6397;621613;222482;844095
2022.04_13-10-2022;Тульская область;105_165_days;AllVaccines;94156;51930;146086;804510;401385;1205895
2022.04_13-10-2022;Тульская область;105_165_days;CoviVac;837;331;1168;804510;401385;1205895
2022.04_13-10-2022;Тульская область;105_165_days;EpiVacCorona;3320;2533;5853;804510;401385;1205895
2022.04_13-10-2022;Тульская область;105_165_days;SputnikLite;42552;24879;67431;804510;401385;1205895
2022.04_13-10-2022;Тульская область;105_165_days;SputnikV;47447;24187;71634;804510;401385;1205895
2022.04_13-10-2022;Тульская область;165_195_days;AllVaccines;57942;37917;95859;804510;401385;1205895
2022.04_13-10-2022;Тульская область;165_195_days;CoviVac;1224;440;1664;804510;401385;1205895
2022.04_13-10-2022;Тульская область;165_195_days;EpiVacCorona;2790;2758;5548;804510;401385;1205895
2022.04_13-10-2022;Тульская область;165_195_days;SputnikLite;28917;17991;46908;804510;401385;1205895
2022.04_13-10-2022;Тульская область;165_195_days;SputnikV;25011;16728;41739;804510;401385;1205895
2022.04_13-10-2022;Тульская область;21_45_days;AllVaccines;6083;3482;9565;804510;401385;1205895
2022.04_13-10-2022;Тульская область;21_45_days;CoviVac;98;40;138;804510;401385;1205895
2022.04_13-10-2022;Тульская область;21_45_days;EpiVacCorona;666;362;1028;804510;401385;1205895
2022.04_13-10-2022;Тульская область;21_45_days;SputnikLite;181;99;280;804510;401385;1205895
2022.04_13-10-2022;Тульская область;21_45_days;SputnikV;5138;2981;8119;804510;401385;1205895
2022.04_13-10-2022;Тульская область;45_75_days;AllVaccines;14686;6304;20990;804510;401385;1205895
2022.04_13-10-2022;Тульская область;45_75_days;CoviVac;214;27;241;804510;401385;1205895
2022.04_13-10-2022;Тульская область;45_75_days;EpiVacCorona;1173;566;1739;804510;401385;1205895
2022.04_13-10-2022;Тульская область;45_75_days;SputnikLite;1362;610;1972;804510;401385;1205895
2022.04_13-10-2022;Тульская область;45_75_days;SputnikV;11937;5101;17038;804510;401385;1205895
2022.04_13-10-2022;Тульская область;75_90_days;AllVaccines;13313;5670;18983;804510;401385;1205895
2022.04_13-10-2022;Тульская область;75_90_days;CoviVac;165;30;195;804510;401385;1205895
2022.04_13-10-2022;Тульская область;75_90_days;EpiVacCorona;968;473;1441;804510;401385;1205895
2022.04_13-10-2022;Тульская область;75_90_days;SputnikLite;4456;1497;5953;804510;401385;1205895
2022.04_13-10-2022;Тульская область;75_90_days;SputnikV;7724;3670;11394;804510;401385;1205895
2022.04_13-10-2022;Тульская область;90_105_days;AllVaccines;17403;7870;25273;804510;401385;1205895
2022.04_13-10-2022;Тульская область;90_105_days;CoviVac;292;111;403;804510;401385;1205895
2022.04_13-10-2022;Тульская область;90_105_days;EpiVacCorona;880;641;1521;804510;401385;1205895
2022.04_13-10-2022;Тульская область;90_105_days;SputnikLite;10611;3823;14434;804510;401385;1205895
2022.04_13-10-2022;Тульская область;90_105_days;SputnikV;5620;3295;8915;804510;401385;1205895
2022.04_13-10-2022;Тюменская область;105_165_days;AllVaccines;165894;67418;233312;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;105_165_days;CoviVac;601;143;744;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;105_165_days;EpiVacCorona;619;267;886;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;105_165_days;SputnikLite;73231;40662;113893;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;105_165_days;SputnikV;91443;26346;117789;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;165_195_days;AllVaccines;87425;31963;119388;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;165_195_days;CoviVac;1167;201;1368;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;165_195_days;EpiVacCorona;1058;267;1325;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;165_195_days;SputnikLite;28197;17244;45441;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;165_195_days;SputnikV;57003;14251;71254;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;21_45_days;AllVaccines;5965;2815;8780;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;21_45_days;CoviVac;290;82;372;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;21_45_days;EpiVacCorona;522;162;684;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;21_45_days;SputnikLite;1147;368;1515;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;21_45_days;SputnikV;4006;2203;6209;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;45_75_days;AllVaccines;12029;4945;16974;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;45_75_days;CoviVac;130;44;174;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;45_75_days;EpiVacCorona;483;210;693;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;45_75_days;SputnikLite;3916;1211;5127;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;45_75_days;SputnikV;7500;3480;10980;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;75_90_days;AllVaccines;15142;5775;20917;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;75_90_days;CoviVac;79;21;100;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;75_90_days;EpiVacCorona;525;285;810;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;75_90_days;SputnikLite;7014;2383;9397;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;75_90_days;SputnikV;7524;3086;10610;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;90_105_days;AllVaccines;22079;8922;31001;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;90_105_days;CoviVac;183;46;229;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;90_105_days;EpiVacCorona;234;99;333;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;90_105_days;SputnikLite;15981;6463;22444;870789;301209;1171998
2022.04_13-10-2022;Тюменская область;90_105_days;SputnikV;5681;2314;7995;870789;301209;1171998
2022.04_13-10-2022;Удмуртская Республика;105_165_days;AllVaccines;95985;50464;146449;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;105_165_days;CoviVac;2401;387;2788;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;105_165_days;EpiVacCorona;3898;2476;6374;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;105_165_days;SputnikLite;28564;24750;53314;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;105_165_days;SputnikV;61122;22851;83973;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;165_195_days;AllVaccines;100626;37186;137812;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;165_195_days;CoviVac;1469;210;1679;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;165_195_days;EpiVacCorona;5596;2617;8213;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;165_195_days;SputnikLite;13294;11470;24764;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;165_195_days;SputnikV;80267;22889;103156;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;21_45_days;AllVaccines;5260;3605;8865;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;21_45_days;CoviVac;611;172;783;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;21_45_days;EpiVacCorona;543;491;1034;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;21_45_days;SputnikLite;537;334;871;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;21_45_days;SputnikV;3569;2608;6177;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;45_75_days;AllVaccines;10712;6047;16759;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;45_75_days;CoviVac;368;71;439;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;45_75_days;EpiVacCorona;759;520;1279;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;45_75_days;SputnikLite;2337;1471;3808;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;45_75_days;SputnikV;7248;3985;11233;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;75_90_days;AllVaccines;11439;6244;17683;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;75_90_days;CoviVac;130;28;158;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;75_90_days;EpiVacCorona;686;458;1144;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;75_90_days;SputnikLite;4312;2233;6545;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;75_90_days;SputnikV;6311;3525;9836;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;90_105_days;AllVaccines;13508;8543;22051;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;90_105_days;CoviVac;202;41;243;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;90_105_days;EpiVacCorona;641;664;1305;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;90_105_days;SputnikLite;7245;4228;11473;818861;336450;1155311
2022.04_13-10-2022;Удмуртская Республика;90_105_days;SputnikV;5420;3610;9030;818861;336450;1155311
2022.04_13-10-2022;Ульяновская область;105_165_days;AllVaccines;86304;46696;133000;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;105_165_days;CoviVac;1061;241;1302;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;105_165_days;EpiVacCorona;2768;1461;4229;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;105_165_days;SputnikLite;29624;22559;52183;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;105_165_days;SputnikV;52851;22435;75286;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;165_195_days;AllVaccines;65022;32321;97343;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;165_195_days;CoviVac;1511;358;1869;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;165_195_days;EpiVacCorona;1609;569;2178;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;165_195_days;SputnikLite;14643;14146;28789;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;165_195_days;SputnikV;47259;17248;64507;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;21_45_days;AllVaccines;3828;2423;6251;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;21_45_days;CoviVac;115;35;150;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;21_45_days;EpiVacCorona;192;106;298;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;21_45_days;SputnikLite;361;248;609;672149;320065;992214
