data_point;region;vac_interval_group;vaccine;ve_zab_18_59;ve_hosp_18_59;ve_severe_18_59;ve_death_18_59;ve_zab_60;ve_hosp_60;ve_severe_60;ve_death_60;ve_zab_total;ve_hosp_total;ve_severe_total;ve_death_total
2022.05_01-07-2022;Ямало-Ненецкий автономный округ;90_105_days;SputnikV;;;;;;;;;;;;
2022.05_01-07-2022;Ярославская область;105_165_days;AllVaccines;-0.0015019920931593767;0.4366551294475979;1.0;1.0;0.0016602963337485344;0.40014597289686604;0.8948872389924679;0.5044684123930633;-0.02930402700610557;0.3555821147961744;0.8972625315125115;0.5253528955878031
2022.05_01-07-2022;Ярославская область;105_165_days;CoviVac;-0.09607562349155274;1.0;1.0;1.0;-1.5772099273676559;1.0;1.0;1.0;-0.40438470290255557;1.0;1.0;1.0
2022.05_01-07-2022;Ярославская область;105_165_days;EpiVacCorona;0.11805195747238395;1.0;1.0;1.0;-1.43107342552186;1.0;1.0;1.0;-0.6322503447147627;1.0;1.0;1.0
2022.05_01-07-2022;Ярославская область;105_165_days;SputnikLite;-0.09225158700194891;0.3837658919942921;1.0;1.0;0.03971994351357333;0.4061721120219848;1.0;0.6884652936175943;-0.07288453995207189;0.3105991908821485;1.0;0.672976539264609
2022.05_01-07-2022;Ярославская область;105_165_days;SputnikV;0.08342212528504056;0.40659661974567896;1.0;1.0;0.05813156458044755;0.31147045759662395;0.7363481917518753;0.1906502630522684;0.06388296725587417;0.3181816383468563;0.7653482261843076;0.29144366338006633
2022.05_01-07-2022;Ярославская область;165_195_days;AllVaccines;0.007460399094094905;0.348694578997381;1.0;1.0;0.06710669370204048;0.4660097084763988;0.5427708128829164;0.7783131213977776;0.009534800106893115;0.39160227745299325;0.555869662540685;0.7864757992984063
2022.05_01-07-2022;Ярославская область;165_195_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;Ярославская область;165_195_days;EpiVacCorona;-0.3338307338776709;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2590193078129772;1.0;1.0;1.0
2022.05_01-07-2022;Ярославская область;165_195_days;SputnikLite;0.0374168870031133;0.3097108693397016;1.0;1.0;-0.1749451047207986;0.2919863918570187;0.16124524262607043;1.0;-0.09715935361155359;0.23953127431305032;0.1939031507718333;1.0
2022.05_01-07-2022;Ярославская область;165_195_days;SputnikV;-0.048939230538277645;0.3483186057081338;1.0;1.0;0.354128066118626;0.6559882120589735;1.0;0.44293545702731507;0.13179588020786293;0.5505497406247566;1.0;0.4540331785153293
2022.05_01-07-2022;Ярославская область;21_45_days;AllVaccines;0.042875214474681456;1.0;1.0;1.0;0.3067780403363194;0.5336397406776453;1.0;1.0;0.13653080160645914;0.5286335137675886;1.0;1.0
2022.05_01-07-2022;Ярославская область;21_45_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;Ярославская область;21_45_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;Ярославская область;21_45_days;SputnikLite;-0.8621654102480061;1.0;1.0;1.0;-0.9969162316350579;-1.6937567916327083;1.0;1.0;-0.9502415404713878;-1.1343463733934915;1.0;1.0
2022.05_01-07-2022;Ярославская область;21_45_days;SputnikV;0.25756445165907393;1.0;1.0;1.0;0.5469798489297097;1.0;1.0;1.0;0.3797676886959437;1.0;1.0;1.0
2022.05_01-07-2022;Ярославская область;45_75_days;AllVaccines;0.4749518791201631;0.0040666170258254475;1.0;1.0;0.5365119988199394;0.37421045136838493;1.0;1.0;0.5004320980175989;0.2693928414288794;1.0;1.0
2022.05_01-07-2022;Ярославская область;45_75_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;Ярославская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;Ярославская область;45_75_days;SputnikLite;1.0;1.0;1.0;1.0;0.5879552053953353;1.0;1.0;1.0;0.8045538283044457;1.0;1.0;1.0
2022.05_01-07-2022;Ярославская область;45_75_days;SputnikV;0.17120233514401506;-0.5720983074426154;1.0;1.0;0.47512381785018487;0.05388172509115796;1.0;1.0;0.30947026874294437;-0.1367981276028294;1.0;1.0
2022.05_01-07-2022;Ярославская область;75_90_days;AllVaccines;0.0936982878437892;0.049178203737870074;1.0;1.0;0.3134855424635503;0.3836519446275545;-1.7214137214137208;1.0;0.19411603059073224;0.29537893774163504;-1.3610986472166267;1.0
2022.05_01-07-2022;Ярославская область;75_90_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;Ярославская область;75_90_days;EpiVacCorona;1.0;1.0;1.0;1.0;-3.5871436411426583;1.0;1.0;1.0;-0.9662975256012962;1.0;1.0;1.0
2022.05_01-07-2022;Ярославская область;75_90_days;SputnikLite;0.056129792330049;-1.2404498087323574;1.0;1.0;0.7016740631489211;1.0;1.0;1.0;0.3493916941090376;0.430717732345408;1.0;1.0
2022.05_01-07-2022;Ярославская область;75_90_days;SputnikV;0.025488425251230074;1.0;1.0;1.0;0.2099120803479242;-0.06675633750933607;-3.710139521002761;1.0;0.09908873393189122;0.12391802615018843;-3.4149920524273396;1.0
2022.05_01-07-2022;Ярославская область;90_105_days;AllVaccines;-0.023993987049028664;1.0;1.0;1.0;-0.09961168030183165;0.3203583535950486;1.0;1.0;-0.07321878180786001;0.46220198579765204;1.0;1.0
2022.05_01-07-2022;Ярославская область;90_105_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;Ярославская область;90_105_days;EpiVacCorona;-1.709001286919496;1.0;1.0;1.0;-0.67236293143411;1.0;1.0;1.0;-1.2255852894939592;1.0;1.0;1.0
2022.05_01-07-2022;Ярославская область;90_105_days;SputnikLite;0.1062762168579342;1.0;1.0;1.0;-0.40326990631667226;-0.41860283798534237;1.0;1.0;-0.12629729721408323;-0.05574576494655936;1.0;1.0
2022.05_01-07-2022;Ярославская область;90_105_days;SputnikV;-0.018493764550457703;1.0;1.0;1.0;0.26114864469293386;1.0;1.0;1.0;0.09540403993438873;1.0;1.0;1.0
2022.05_01-07-2022;г. Москва;105_165_days;AllVaccines;-0.016933639157157288;0.2855389304383049;0.7600690438039084;0.007692958942090211;-0.04322721126469986;0.2667379715775524;0.4780699729604959;0.45817234729623335;-0.05239396848430955;0.21671228862824055;0.48281136204677977;0.3371543306942767
2022.05_01-07-2022;г. Москва;105_165_days;CoviVac;-0.19191679981943466;-0.1761790390295943;1.0;1.0;0.32411195308931806;1.0;1.0;1.0;0.020215267524262726;0.551177746979254;1.0;1.0
2022.05_01-07-2022;г. Москва;105_165_days;EpiVacCorona;-1.0193214591967097;1.0;1.0;1.0;0.02486913735343388;1.0;1.0;1.0;-0.5534202326717168;1.0;1.0;1.0
2022.05_01-07-2022;г. Москва;105_165_days;SputnikLite;0.004672314303672098;0.229423727202843;1.0;-0.7372992332154085;-0.2103851928093481;0.16320634628651642;0.49822976523213414;0.33790537223722605;-0.1360523535434568;0.08727947086053223;0.520133999805779;0.08571491885000793
2022.05_01-07-2022;г. Москва;105_165_days;SputnikV;-0.018602800183636248;0.34877453628333754;0.489711390371272;0.6070191167227037;0.1328706578891189;0.3397248722295848;0.41602039981411154;0.5470840032649218;0.03461132457333771;0.30572632721845516;0.38958369632304946;0.5224813500140049
2022.05_01-07-2022;г. Москва;165_195_days;AllVaccines;0.13605267139585453;0.318998572963313;-0.20577880511538393;1.0;-0.14039389329276197;0.25272331041545315;0.5569121487407613;0.36243749780800427;-0.08481870214506837;0.08908085397472387;0.3000151775275307;0.24390883964433407
2022.05_01-07-2022;г. Москва;165_195_days;CoviVac;-0.3224059126787131;1.0;1.0;1.0;0.1712625167588403;-0.6042421938361722;1.0;-2.499700327317764;-0.10302342166014578;0.3755691118780239;1.0;-0.6288773569508921
2022.05_01-07-2022;г. Москва;165_195_days;EpiVacCorona;-0.9984229466061036;1.0;1.0;1.0;0.19711118660913052;1.0;1.0;1.0;-0.4281399917896582;1.0;1.0;1.0
2022.05_01-07-2022;г. Москва;165_195_days;SputnikLite;0.15857665012195166;0.16984361705355278;-0.05194443152467709;1.0;-0.4067088554804563;-0.08034323584898306;0.5868126683868717;0.2532921752220264;-0.25457304988040863;-0.31367828854461766;0.34568147703031105;0.07633529052018562
2022.05_01-07-2022;г. Москва;165_195_days;SputnikV;0.15068173656867867;0.3587378494046436;-0.38042691960221764;1.0;0.05761420945432538;0.4843661763249961;0.5036162411364944;0.46760408608169113;0.03970103840671635;0.3374214339306889;0.22097178506222415;0.37982646215912486
2022.05_01-07-2022;г. Москва;21_45_days;AllVaccines;-0.12941100992341203;1.0;1.0;1.0;0.35622830456399923;1.0;0.5443106234266739;1.0;0.07885575605186301;1.0;0.5428004214214754;1.0
2022.05_01-07-2022;г. Москва;21_45_days;CoviVac;-1.1457406868408908;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-0.5894451734003971;1.0;1.0;1.0
2022.05_01-07-2022;г. Москва;21_45_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;г. Москва;21_45_days;SputnikLite;0.4312695935519204;1.0;1.0;1.0;-0.24732155729807181;1.0;1.0;1.0;0.2597349017655264;1.0;1.0;1.0
2022.05_01-07-2022;г. Москва;21_45_days;SputnikV;-0.26588700207831817;1.0;1.0;1.0;0.421409826725445;1.0;0.48780330694745844;1.0;0.05395914342644126;1.0;0.4234177926105799;1.0
2022.05_01-07-2022;г. Москва;45_75_days;AllVaccines;0.3351688825731127;0.5555658582855603;1.0;-1.1991827357249005;-0.11069449448393764;-0.25477943320135576;0.5653085534981017;-0.5654482960840064;0.13635614921888461;-0.041222794737014956;0.6392319871893987;-0.7036267271611729
2022.05_01-07-2022;г. Москва;45_75_days;CoviVac;-3.0828359231855877;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-2.068225939978166;1.0;1.0;1.0
2022.05_01-07-2022;г. Москва;45_75_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;г. Москва;45_75_days;SputnikLite;0.49405742950128795;1.0;1.0;1.0;-0.6449738713895485;-1.8691908828497352;1.0;-1.0803156825757636;0.079949916643972;-0.774910212299188;1.0;-0.5401589062935761
2022.05_01-07-2022;г. Москва;45_75_days;SputnikV;0.3909026917040552;0.39894505484311793;1.0;-1.9741856768969859;0.0059726555694672445;0.11315629433278673;0.4599755292276433;-0.4539120366948066;0.20250144834313677;0.14626230039347832;0.5252385475358855;-0.7886958506350692
2022.05_01-07-2022;г. Москва;75_90_days;AllVaccines;0.2232601802175106;0.10712464540148225;0.3763003037730942;-0.46246825322171015;-0.24109530172081972;-0.3239646862598009;-0.07472912781521024;0.36363216712965196;0.06239815598941989;-0.10786515142138597;0.10159393910505632;0.2818286552106649
2022.05_01-07-2022;г. Москва;75_90_days;CoviVac;-1.8131077598203351;-16.63338278716649;-36.211623969976344;-86.25484241235833;-8.254537220988663;1.0;1.0;1.0;-1.9216214676994565;-6.039065905091933;-8.812336856238467;-17.361960122397992
2022.05_01-07-2022;г. Москва;75_90_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;г. Москва;75_90_days;SputnikLite;0.4317599489945847;-0.3371522878554003;1.0;1.0;-0.08268679345266139;-0.19744161487851963;-0.09569120932086372;1.0;0.22801925494688424;-0.20840765274340733;0.1596705403336075;1.0
2022.05_01-07-2022;г. Москва;75_90_days;SputnikV;0.11001802648956571;1.0;1.0;1.0;-0.3510450691425977;-0.4526655254771934;-0.06182313722715804;-0.26423670651753195;-0.034958186592529694;0.12643255555657418;0.2702699537364831;0.0897990820799145
2022.05_01-07-2022;г. Москва;90_105_days;AllVaccines;0.0347697030294597;-0.08845118594550283;0.6238440754453041;0.11797921138898904;0.35171283614749416;0.5640892580590842;1.0;0.04240253141366568;0.17343748003725412;0.39006433745380253;0.9234998641531664;0.12939519313440495
2022.05_01-07-2022;г. Москва;90_105_days;CoviVac;-0.14846872075406004;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.13443796951263043;1.0;1.0;1.0
2022.05_01-07-2022;г. Москва;90_105_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;г. Москва;90_105_days;SputnikLite;0.1199412298295014;0.065407300079115;0.3471595110846759;1.0;0.2776850574051358;0.4019038608970469;1.0;-0.6447643825331211;0.1951646670904179;0.33107638269799944;0.8676117196211555;-0.2521276382714568
2022.05_01-07-2022;г. Москва;90_105_days;SputnikV;-0.08443906372726184;-0.35840261666888584;1.0;-1.2249698031645546;0.4442967309550625;0.7855066506051365;1.0;1.0;0.13752151261526913;0.44748027622590536;1.0;0.6407881152407026
2022.05_01-07-2022;г. Санкт-Петербург;105_165_days;AllVaccines;0.30394289891888315;0.5650730507765145;0.6749942797387475;0.5328042771244496;0.14638393620894974;0.3545352867746263;0.5838914826403174;0.713137310002037;0.25467025106057783;0.46202012733041187;0.6332216470470091;0.7115518418578199
2022.05_01-07-2022;г. Санкт-Петербург;105_165_days;CoviVac;0.31527335573581894;1.0;1.0;1.0;-0.39946893778985526;1.0;1.0;1.0;0.3489404565479092;1.0;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;105_165_days;EpiVacCorona;-0.16407930395117143;1.0;1.0;1.0;-0.31875485303645545;-0.6574182993073767;1.0;1.0;-0.24651030293755816;-0.14182328698881363;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;105_165_days;SputnikLite;0.211659333176221;0.5560170817881143;0.7644989179131545;0.32153259684504043;0.01598730508867574;0.3191001333465696;0.6049631575322925;0.6034946190844571;0.08793454366332953;0.34714159815584256;0.6021746793103518;0.5242245813054469
2022.05_01-07-2022;г. Санкт-Петербург;105_165_days;SputnikV;0.3357599098307047;0.5179332144320672;0.5747923737554643;0.6051643470586455;0.2698387145034703;0.37505212919919906;0.5037271797075817;0.7770461473153001;0.35001145165165815;0.5081014665175536;0.6047069061414891;0.7960516791106814
2022.05_01-07-2022;г. Санкт-Петербург;165_195_days;AllVaccines;0.4534065594275978;0.615709209405993;0.41855132553602403;0.60198453831335;0.03964793314475634;0.27666772121509886;0.4503760358201033;0.27213880712610583;0.29203783256839144;0.42562031985912263;0.47330831347081903;0.3663240646445791
2022.05_01-07-2022;г. Санкт-Петербург;165_195_days;CoviVac;-0.09648784280388956;-0.17793260691862134;1.0;1.0;-1.8499762688008374;1.0;1.0;1.0;-0.09929491938075774;0.48228660048813465;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;165_195_days;EpiVacCorona;-0.15719554780627232;1.0;1.0;1.0;-0.5544582028445251;-0.40543576356356215;-3.7238257608664176;-2.6835608821196613;-0.37131819831962254;-0.004794618707588905;-2.946760844653232;-2.4119194217796625
2022.05_01-07-2022;г. Санкт-Петербург;165_195_days;SputnikLite;0.42268682956171144;0.4044440261819031;0.05832028225461483;-0.05826863518052794;-0.14002753860791173;0.1679871745505167;0.33392128867860504;-0.0581854244011597;0.16124621583372634;0.23757338866867705;0.2644105263588159;-0.07622889873126582
2022.05_01-07-2022;г. Санкт-Петербург;165_195_days;SputnikV;0.46909238030871214;0.7453315150846006;0.6201195100011958;1.0;0.2113236657035381;0.3614943068813039;0.6039386744743147;0.5874361192440778;0.38473416415017614;0.5449267041654211;0.6456273270601922;0.6944096412148809
2022.05_01-07-2022;г. Санкт-Петербург;21_45_days;AllVaccines;0.20365531550443028;0.3895004150344864;-0.8164864700203396;1.0;0.2218698979534771;0.41429912723804396;0.21418466237770906;1.0;0.1776065460685905;0.34578812612822185;-0.10075618282964216;1.0
2022.05_01-07-2022;г. Санкт-Петербург;21_45_days;CoviVac;-1.4183838295982087;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-0.7330523567239828;1.0;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;21_45_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;г. Санкт-Петербург;21_45_days;SputnikLite;-0.35542954050695363;-0.039544408842334455;-5.194662174003091;1.0;-0.2009542114729983;0.45746294259402887;-0.8205689247364345;1.0;-0.2778047606110605;0.29808660512305274;-1.757065226723865;1.0
2022.05_01-07-2022;г. Санкт-Петербург;21_45_days;SputnikV;0.551602648826878;0.5182966557548718;1.0;1.0;0.31074972523666633;0.37691775161394625;0.47836647796779574;1.0;0.3708130025160894;0.30809661369936525;0.45817493813795607;1.0
2022.05_01-07-2022;г. Санкт-Петербург;45_75_days;AllVaccines;-0.10969515559395626;0.7639987162207895;1.0;1.0;0.014638454005560964;0.24155199701606878;0.8198341926267139;0.7183689725897728;-0.06618274093683052;0.3849973470439566;0.850259021323877;0.7406355634145658
2022.05_01-07-2022;г. Санкт-Петербург;45_75_days;CoviVac;-0.3103070175438596;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.05928106222020546;1.0;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;45_75_days;EpiVacCorona;-2.9257251765987156;1.0;1.0;1.0;-0.4452796989985057;-2.26854032409435;1.0;1.0;-1.706856178484518;-1.9761765777193374;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;45_75_days;SputnikLite;-0.2589024537252511;0.28977969444034324;1.0;1.0;0.34555191584895717;0.6307171820133244;1.0;1.0;0.01377696198024636;0.4763973587172674;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;45_75_days;SputnikV;0.025727461647657934;1.0;1.0;1.0;-0.24680152638743302;-0.004977783561694871;0.6648526744888944;0.4761054442371526;-0.08139080659872011;0.36511676615352384;0.7519844633247219;0.5704154567244405
2022.05_01-07-2022;г. Санкт-Петербург;75_90_days;AllVaccines;0.38955678278812256;0.4383535892292777;1.0;1.0;0.366985598201497;0.403991807170904;0.19940852981840496;0.3763508475034676;0.40343982046622207;0.4668611594895401;0.47794813356887156;0.5489145591618532
2022.05_01-07-2022;г. Санкт-Петербург;75_90_days;CoviVac;-0.23704574091640707;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.08724117823423427;1.0;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;75_90_days;EpiVacCorona;-0.22186412667322686;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.3105988861501182;1.0;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;75_90_days;SputnikLite;0.5182335836793082;0.7415558426890374;1.0;1.0;0.39156606287304696;0.44997572083723436;0.07692684631248836;0.28020288376713887;0.46733821339170645;0.5609883276885941;0.3111867310832932;0.40453058528228636
2022.05_01-07-2022;г. Санкт-Петербург;75_90_days;SputnikV;0.33884129551725195;0.22727647954644248;1.0;1.0;0.3242720625579284;0.3454052271365725;0.268631766121726;0.42969119668697764;0.36781996822534135;0.3801523858407245;0.5591517869484728;0.6188928999320911
2022.05_01-07-2022;г. Санкт-Петербург;90_105_days;AllVaccines;0.4114167542610174;0.6223936850051291;0.24894832113967846;-0.05671224583835932;0.09700002846414124;0.11975060283737438;0.060717483802623096;0.5848099022605797;0.31099054308506613;0.3707405472870442;0.20497759708724206;0.5447520618639587
2022.05_01-07-2022;г. Санкт-Петербург;90_105_days;CoviVac;-1.4639966571461809;-2.309618618573928;1.0;1.0;1.0;1.0;1.0;1.0;-0.8205889470730292;-0.5010885254810062;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;90_105_days;EpiVacCorona;0.47115741009697043;1.0;1.0;1.0;0.389650549321097;-0.3803222952036309;1.0;1.0;0.43053703329625126;0.06068637197765414;1.0;1.0
2022.05_01-07-2022;г. Санкт-Петербург;90_105_days;SputnikLite;0.5091647269709726;0.8356849593212661;1.0;1.0;0.032222154996131014;0.07470656543169185;-0.41470483797633917;0.12042264421471094;0.2954837216893331;0.3362983579574955;-0.08713206765718207;0.24987887331654435
2022.05_01-07-2022;г. Санкт-Петербург;90_105_days;SputnikV;0.40160067219083095;0.5575561456987264;-0.3236750021244714;-0.862379944849547;0.13602977296331198;0.18653772771793842;0.45618540686328846;1.0;0.3440321026326819;0.4290252278154836;0.36043745487159295;0.7245497761246036
2022.05_01-07-2022;г. Севастополь;105_165_days;AllVaccines;0.1264719119991643;0.40068091706709585;1.0;1.0;0.15245073223003947;0.15229307797636205;0.44284217705249984;0.5034028099815759;0.09682502254818126;0.15973342638304922;0.46024543014188934;0.5017650124386671
2022.05_01-07-2022;г. Севастополь;105_165_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;105_165_days;EpiVacCorona;1.0;1.0;1.0;1.0;-0.34751229926668525;1.0;1.0;1.0;0.05072073285733525;1.0;1.0;1.0
2022.05_01-07-2022;г. Севастополь;105_165_days;SputnikLite;-0.2840198004542296;0.05738800665807098;1.0;1.0;0.05210384098635101;0.246097295098213;0.566466097815463;0.18948009591586545;-0.27524121124880274;-0.04692043251239508;0.4167157590288084;-0.12170046340613738
2022.05_01-07-2022;г. Севастополь;105_165_days;SputnikV;0.3614644572997352;0.5831781874039939;1.0;1.0;0.31889082037411154;-0.118996899424612;0.09569436616266813;1.0;0.4157103392935818;0.2991587858251614;0.4421303935168285;1.0
2022.05_01-07-2022;г. Севастополь;165_195_days;AllVaccines;0.10523257505890382;0.3994155624607558;1.0;1.0;0.45740573444322563;0.5247349498772778;0.6971566889915677;1.0;0.32835283986176655;0.5158619574589778;0.7664033944739568;1.0
2022.05_01-07-2022;г. Севастополь;165_195_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;165_195_days;EpiVacCorona;-1.5449349857338874;-4.11073009430166;1.0;1.0;-0.17481279093300972;-1.6071187963170899;1.0;1.0;-0.7328859003421546;-2.1755622457155743;1.0;1.0
2022.05_01-07-2022;г. Севастополь;165_195_days;SputnikLite;0.16264995606920785;0.52935828912555;1.0;1.0;0.30866037285976866;0.46700223990189926;0.4174210529160294;1.0;0.0729152423144257;0.2664403608742032;0.15326258798050885;1.0
2022.05_01-07-2022;г. Севастополь;165_195_days;SputnikV;0.11448059982675718;0.457695705273214;1.0;1.0;0.6250085267193277;0.645097355645078;1.0;1.0;0.4452510358879769;0.6755954386844913;1.0;1.0
2022.05_01-07-2022;г. Севастополь;21_45_days;AllVaccines;-1.3715840927866356;1.0;1.0;1.0;0.13868558345531634;1.0;1.0;1.0;-0.5457889336576347;1.0;1.0;1.0
2022.05_01-07-2022;г. Севастополь;21_45_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;21_45_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;21_45_days;SputnikLite;-1.9484344687513442;1.0;1.0;1.0;-0.2700033879537589;1.0;1.0;1.0;-1.0916225654318321;1.0;1.0;1.0
2022.05_01-07-2022;г. Севастополь;21_45_days;SputnikV;-0.3573797909407668;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.47718872548705604;1.0;1.0;1.0
2022.05_01-07-2022;г. Севастополь;45_75_days;AllVaccines;0.56610025107604;1.0;1.0;1.0;0.3780757633822369;1.0;1.0;1.0;0.35732216643710835;1.0;1.0;1.0
2022.05_01-07-2022;г. Севастополь;45_75_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;45_75_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;45_75_days;SputnikLite;0.17275713580583119;1.0;1.0;1.0;0.22701029202577172;1.0;1.0;1.0;0.08975390958648055;1.0;1.0;1.0
2022.05_01-07-2022;г. Севастополь;45_75_days;SputnikV;1.0;1.0;1.0;1.0;0.5176009342676009;1.0;1.0;1.0;0.6383062765903622;1.0;1.0;1.0
2022.05_01-07-2022;г. Севастополь;75_90_days;AllVaccines;-0.15186842871898087;1.0;1.0;1.0;0.29349363507779336;0.4806049098060492;1.0;1.0;0.06906709181913628;0.5777980560654096;1.0;1.0
2022.05_01-07-2022;г. Севастополь;75_90_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;75_90_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;75_90_days;SputnikLite;1.0;1.0;1.0;1.0;-0.130626715238644;-0.2506590035002809;1.0;1.0;0.23027401658074143;-0.054672621511964836;1.0;1.0
2022.05_01-07-2022;г. Севастополь;75_90_days;SputnikV;-0.98276918468493;1.0;1.0;1.0;0.5579076598283538;1.0;1.0;1.0;-0.09646243322930315;1.0;1.0;1.0
2022.05_01-07-2022;г. Севастополь;90_105_days;AllVaccines;-1.977347078612902;-2.587955547277581;1.0;1.0;0.34863163597738756;0.6419704711451052;1.0;1.0;-0.6107327123712989;-0.2526673916420694;1.0;1.0
2022.05_01-07-2022;г. Севастополь;90_105_days;CoviVac;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;90_105_days;EpiVacCorona;;;;;;;;;;;;
2022.05_01-07-2022;г. Севастополь;90_105_days;SputnikLite;-3.568070370292755;-5.142377108077264;1.0;1.0;0.21073646850044359;0.41976516634050887;1.0;1.0;-1.3095889631091544;-1.103040356652238;1.0;1.0
2022.05_01-07-2022;г. Севастополь;90_105_days;SputnikV;0.24092331890647545;1.0;1.0;1.0;0.5122950819672132;1.0;1.0;1.0;0.3769626858248981;1.0;1.0;1.0
2022.05_15-06-2022;Алтайский край;105_165_days;AllVaccines;-0.05024389601454193;0.11884725003431096;0.5681280214833819;1.0;-0.03397735500384913;0.2675478519056085;0.34301261867897015;0.5893828866743563;-0.09082045744806422;0.13347193313676897;0.2990482863385403;0.6105823812991891
2022.05_15-06-2022;Алтайский край;105_165_days;CoviVac;0.5492359274344776;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7093432298695457;1.0;1.0;1.0
2022.05_15-06-2022;Алтайский край;105_165_days;EpiVacCorona;-0.11677586528081485;-0.42539525377750476;1.0;1.0;-0.1661130797923729;0.007922205620427003;1.0;1.0;-0.14354229667835128;-0.13935821284586636;1.0;1.0
2022.05_15-06-2022;Алтайский край;105_165_days;SputnikLite;-0.2751611799286233;0.05096657973166108;0.6271654420374382;1.0;-0.04696109780009672;0.29882345245481867;0.5073365948735025;0.6168173515682795;-0.22140532160815085;0.11556433319189485;0.4369619371123402;0.6107391170159389
2022.05_15-06-2022;Алтайский край;105_165_days;SputnikV;0.11684628940632225;0.18337206018248364;0.4434291719696093;1.0;-0.014938601152522324;0.21244168163944943;0.09035817332216056;0.4828246066065509;0.019521502823263814;0.13732339272845606;0.08189821387881036;0.5352109707761477
2022.05_15-06-2022;Алтайский край;165_195_days;AllVaccines;-0.004752582870378719;0.355662472606188;-0.6913860094087565;-0.5504371752913602;-0.18925943934042033;0.30017154153949555;0.4063955039843936;0.034135057330538676;-0.1416285909806192;0.2458161115991513;0.09610600066036801;-0.20840584445049481
2022.05_15-06-2022;Алтайский край;165_195_days;CoviVac;0.6017620604451857;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7408324199637517;1.0;1.0;1.0
2022.05_15-06-2022;Алтайский край;165_195_days;EpiVacCorona;0.04998182143099239;0.3287061630772714;-2.315369561944905;1.0;-0.5983129980957758;-0.16331194497202395;0.031848940533151016;-1.2993587662337664;-0.2793704402277819;-0.051516974239760316;-0.5652431775748072;-0.9183773091008309
2022.05_15-06-2022;Алтайский край;165_195_days;SputnikLite;-0.10709388715183144;0.4209760004436027;0.2939452250307196;-1.035099057264396;-0.1499829288334893;0.30324657780979836;0.3373160164787343;0.21634989250263015;-0.18703061047022596;0.24719313999058068;0.2237471350912974;-0.1527355043894234
2022.05_15-06-2022;Алтайский край;165_195_days;SputnikV;0.03506301700858794;0.26473606570715746;-1.1555563787964078;-0.45817049153874634;-0.15661679870273804;0.32799307397053956;0.47682682268847376;0.0570225392812409;-0.10030737927082378;0.24786578164379347;0.06272505097149639;-0.15676338645922927
2022.05_15-06-2022;Алтайский край;21_45_days;AllVaccines;-0.22770547481731684;1.0;1.0;1.0;0.037155768249172216;-0.23316657062531632;1.0;1.0;-0.15678985433167458;-0.14244864957219328;1.0;1.0
