data_point;vaccine;region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
2021.11_01-07-2022;AllVaccines;Саратовская область;-8.317832;0.22961;0.20147;0.25690;-4.671552;0.42556;0.39455;0.45529;-6.875764;0.30696;0.28617;0.32725;-5.258768;0.48253;0.42457;0.53575;-3.010719;0.59377;0.55709;0.62810;-3.837209;0.57435;0.54481;0.60238;-4.872616;0.51446;0.40143;0.60992;-2.164040;0.67953;0.62855;0.72511;-2.897794;0.65701;0.61298;0.69715;-3.105950;0.66052;0.47953;0.78922;-1.613400;0.73530;0.67478;0.78714;-1.919873;0.74306;0.69033;0.78887
2021.11_01-07-2022;AllVaccines;Чеченская Республика;-28.556553;0.18266;0.09881;0.25865;-18.197259;0.50332;0.43011;0.56734;-25.644297;0.26718;0.20651;0.32322;-20.168733;0.41461;0.30201;0.50977;-15.968113;0.56100;0.47122;0.63611;-19.506826;0.43598;0.35900;0.50410;-14.626097;0.56789;0.32994;0.72660;-15.134409;0.58257;0.43083;0.69545;-16.950570;0.50629;0.36391;0.61849;-18.337295;0.46526;-0.14205;0.75870;-11.197198;0.68443;0.52677;0.79305;-14.587688;0.57128;0.38688;0.70376
2021.11_01-07-2022;AllVaccines;Владимирская область;-8.663233;0.29421;0.26363;0.32377;-3.859499;0.40977;0.37190;0.44586;-6.589284;0.33821;0.31461;0.36116;-5.195277;0.54751;0.46865;0.61712;-1.743980;0.66672;0.62175;0.70766;-3.029738;0.64860;0.61178;0.68278;-3.765933;0.65190;0.48676;0.77388;-1.082729;0.74704;0.67656;0.80577;-1.933673;0.74418;0.68460;0.79519;-2.169004;0.76854;0.47809;0.91918;-0.217992;0.85206;0.78696;0.90183;-0.645428;0.85652;0.79898;0.90142
2021.11_01-07-2022;AllVaccines;Волгоградская область;-23.016390;-0.10191;-0.14022;-0.06483;-6.557374;0.28381;0.24666;0.31943;-15.152929;0.07047;0.04425;0.09603;-16.505035;0.19684;0.12972;0.25924;-4.490275;0.47970;0.44026;0.51691;-8.498955;0.45337;0.42353;0.48192;-14.615473;0.28354;0.12936;0.41293;-2.837599;0.63632;0.57945;0.68714;-5.498313;0.62605;0.58079;0.66735;-10.167683;0.48761;0.13874;0.70883;-2.082539;0.70788;0.63503;0.76930;-3.221248;0.75708;0.70212;0.80404
2021.11_01-07-2022;AllVaccines;Камчатский край;-8.221170;0.39284;0.29368;0.48043;-7.438962;0.26925;0.08337;0.42309;-8.066441;0.36250;0.27665;0.43990;-4.760468;0.62070;0.41721;0.76487;-2.717042;0.67813;0.50509;0.80155;-3.816663;0.66132;0.53910;0.75740;-2.118270;NULL;NULL;NULL;-2.910135;NULL;NULL;NULL;-2.978244;NULL;NULL;NULL;-21.867313;NULL;NULL;NULL;-1.293946;NULL;NULL;NULL;-3.688645;NULL;NULL;NULL
2021.11_01-07-2022;AllVaccines;Карачаево-Черкесская Республика;-28.916120;-0.15045;-0.23070;-0.07492;-13.335442;-0.06089;-0.17986;0.04791;-23.020754;-0.09842;-0.16258;-0.03739;-24.469132;0.02056;-0.15954;0.17576;-10.884185;0.12052;-0.03039;0.25298;-16.985154;0.17757;0.07710;0.26873;-16.905001;0.31145;-0.17917;0.61959;-11.364842;0.08495;-0.27225;0.35570;-14.499096;0.29126;0.05918;0.47422;-7.560829;NULL;NULL;NULL;-9.245691;0.24177;-0.18351;0.53539;-10.727524;0.46372;0.18749;0.65991
2021.11_01-07-2022;AllVaccines;Костромская область;-7.051755;0.37236;0.30507;0.43418;-3.258535;0.49793;0.44149;0.54980;-5.069976;0.45678;0.41529;0.49587;-4.790023;0.54867;0.41996;0.65370;-1.887255;0.65960;0.59635;0.71510;-2.850195;0.65543;0.60309;0.70236;-1.335285;NULL;NULL;NULL;0.316718;0.91944;0.84786;0.96352;0.032064;0.91338;0.84949;0.95546;-1.446489;NULL;NULL;NULL;0.153105;0.90015;0.82211;0.95049;-0.096858;0.90184;0.83279;0.94800
2021.11_01-07-2022;AllVaccines;Омская область;-15.941255;0.27533;0.24675;0.30295;-5.623761;0.45912;0.42704;0.48977;-11.282711;0.36729;0.34685;0.38720;-10.033033;0.52806;0.47044;0.58044;-3.085110;0.66642;0.63308;0.69745;-5.214366;0.67988;0.65567;0.70277;-7.207134;0.64893;0.52632;0.74509;-2.617338;0.70462;0.64854;0.75380;-3.769207;0.75433;0.71438;0.78995;-2.751833;0.83951;0.70792;0.92152;-1.891531;0.76388;0.70696;0.81233;-2.370232;0.82639;0.78696;0.86024
2021.11_01-07-2022;AllVaccines;Оренбургская область;-13.167362;0.21839;0.17152;0.26292;-4.415657;0.49735;0.45651;0.53569;-8.964861;0.35094;0.32011;0.38058;-7.706781;0.51965;0.44963;0.58227;-2.630862;0.66300;0.62450;0.69841;-4.577761;0.63669;0.60461;0.66671;-6.074259;0.60971;0.46256;0.72307;-1.444358;0.77313;0.71484;0.82214;-2.838211;0.75000;0.69876;0.79442;-4.094740;0.71892;0.47703;0.86449;-0.932132;0.82067;0.75812;0.87061;-1.726123;0.82243;0.76699;0.86761
2021.11_01-07-2022;AllVaccines;Республика Мордовия;-16.573433;-0.22507;-0.32783;-0.13025;-3.848204;0.32053;0.24323;0.39086;-9.945074;0.03191;-0.03151;0.09162;-10.599554;0.19137;0.05149;0.31190;-3.013836;0.43747;0.35398;0.51164;-5.967469;0.38373;0.31627;0.44527;-10.945340;0.16727;-0.38737;0.50906;-1.701160;0.62144;0.46385;0.73960;-3.947177;0.56242;0.41936;0.67485;-11.940785;0.09788;-0.82977;0.56739;-1.789139;0.60911;0.42458;0.74279;-3.778967;0.57730;0.40972;0.70341
2021.11_01-07-2022;AllVaccines;Республика Саха (Якутия);-14.677265;0.20270;0.16476;0.23907;-10.185283;0.14586;0.07363;0.21319;-13.352263;0.20876;0.17625;0.24011;-10.634352;0.40831;0.34207;0.46868;-8.554300;0.27040;0.18762;0.34599;-9.457806;0.42346;0.37820;0.46588;-7.137448;0.58615;0.45492;0.69022;-5.562772;0.49885;0.38553;0.59487;-5.979450;0.61522;0.54637;0.67541;-7.102221;0.58795;0.19440;0.80746;-4.757002;0.56038;0.38123;0.69611;-5.042280;0.66689;0.54739;0.75998
2021.11_01-07-2022;AllVaccines;Иркутская область;-7.975596;0.33715;0.31974;0.35419;-5.322473;0.40844;0.38505;0.43110;-7.050251;0.35602;0.34198;0.36981;-5.014528;0.55582;0.51574;0.59330;-3.240508;0.60324;0.57744;0.62780;-4.554344;0.55568;0.53243;0.57803;-4.656190;0.58229;0.46366;0.67972;-1.370762;0.77818;0.73866;0.81314;-2.590825;0.71275;0.67035;0.75098;-2.966114;0.70710;0.54110;0.82387;-0.499733;0.85968;0.82633;0.88820;-1.190137;0.82480;0.78731;0.85732
2021.11_01-07-2022;AllVaccines;Калининградская область;-4.972537;0.38297;0.34790;0.41643;-4.958624;0.46289;0.41745;0.50538;-4.890426;0.41232;0.38483;0.43878;-3.148977;0.57136;0.50238;0.63244;-2.793110;0.65809;0.61163;0.70013;-2.662390;0.63461;0.59734;0.66912;-1.045830;0.78864;0.63025;0.89002;-0.869195;0.83151;0.76643;0.88232;-0.712353;0.82916;0.77271;0.87464;-2.052508;0.68464;0.36445;0.86280;-0.202978;0.89156;0.83078;0.93503;-0.303474;0.86996;0.81027;0.91484
2021.11_01-07-2022;AllVaccines;Краснодарский край;-18.244422;0.29828;0.27953;0.31660;-5.683164;0.40553;0.38000;0.43020;-12.605767;0.33772;0.32285;0.35232;-13.991657;0.45335;0.41224;0.49198;-3.768060;0.57588;0.54736;0.60297;-7.606005;0.58109;0.56045;0.60095;-11.947618;0.52789;0.44135;0.60289;-2.576228;0.68189;0.64210;0.71824;-5.209954;0.69772;0.66728;0.72595;-7.713360;0.68228;0.58419;0.76106;-2.145854;0.72018;0.67893;0.75732;-3.807963;0.76597;0.73542;0.79377
2021.11_01-07-2022;AllVaccines;Курганская область;-4.457372;0.36540;0.32830;0.40074;-5.083944;0.46358;0.42406;0.50081;-4.604396;0.40406;0.37698;0.43013;-3.097076;0.52358;0.44776;0.59072;-3.355163;0.61600;0.57341;0.65515;-2.958226;0.57910;0.54134;0.61433;-2.050067;0.64533;0.48263;0.76499;-1.827882;0.75067;0.69117;0.80106;-1.607139;0.72277;0.66565;0.77214;-0.340181;NULL;NULL;NULL;-0.717489;0.84857;0.78495;0.89730;-0.481259;0.84249;0.77969;0.89118
2021.11_01-07-2022;AllVaccines;Республика Ингушетия;-39.475179;-0.39277;-0.54830;-0.25255;-34.670919;-0.34938;-0.61312;-0.12608;-37.409633;-0.34440;-0.47236;-0.22719;-41.714304;-0.46982;-0.85491;-0.16379;-33.039401;-0.28767;-0.66931;0.01226;-35.561259;-0.27970;-0.52074;-0.07542;-45.483213;-0.59951;NULL;NULL;-27.744383;-0.08736;-0.86649;0.38714;-29.294935;-0.06037;-0.65320;0.33018;-107.460830;-2.73220;NULL;NULL;-17.658635;0.29417;-0.44434;0.68672;-24.538956;0.10610;-0.61696;0.52411
2021.11_01-07-2022;AllVaccines;Республика Карелия;-5.777322;0.38196;0.34726;0.41507;-3.499728;0.46022;0.41337;0.50394;-4.944857;0.40744;0.37973;0.43409;-2.884296;0.64578;0.58275;0.70106;-1.727983;0.67276;0.62506;0.71562;-2.328108;0.66827;0.63151;0.70210;0.037821;NULL;NULL;NULL;-1.126121;0.74496;0.64304;0.82322;-1.091230;0.79155;0.71409;0.85223;-0.386298;NULL;NULL;NULL;-0.563695;0.81242;0.73281;0.87308;-0.744112;0.82615;0.75628;0.88011
2021.11_01-07-2022;AllVaccines;Республика Татарстан;-8.651162;0.14254;0.07784;0.20319;-3.811293;0.41113;0.34353;0.47327;-6.198545;0.30407;0.26155;0.34453;-5.300232;0.44025;0.36037;0.51170;-2.609241;0.55825;0.49033;0.61919;-3.286851;0.58556;0.54353;0.62453;-4.711002;0.49260;0.19132;0.69525;-0.843720;0.77434;0.68995;0.84099;-1.011858;0.80550;0.74786;0.85295;-2.379154;0.69978;0.39993;0.86873;-0.699362;0.79201;0.70315;0.86020;-0.553622;0.84980;0.79347;0.89423
2021.11_01-07-2022;AllVaccines;Республика Хакасия;-13.578975;0.32428;0.28854;0.35846;-5.325267;0.49168;0.44781;0.53273;-10.283243;0.38724;0.35996;0.41353;-8.623143;0.55398;0.48655;0.61403;-3.426908;0.64424;0.59726;0.68691;-5.554614;0.64404;0.60934;0.67628;-7.220660;0.61898;0.42070;0.75901;-1.496843;0.79935;0.73165;0.85370;-2.838985;0.79152;0.73527;0.83840;-5.469882;0.70013;0.36822;0.87759;-1.039911;0.83607;0.76073;0.89268;-1.824763;0.84659;0.78455;0.89457
2021.11_01-07-2022;AllVaccines;Ярославская область;-7.919763;0.36247;0.33550;0.38852;-4.288780;0.40719;0.36767;0.44475;-6.549494;0.37855;0.35652;0.39995;-5.168312;0.55912;0.49373;0.61768;-1.966846;0.66745;0.62642;0.70506;-3.052666;0.66640;0.63536;0.69540;-5.781083;0.51533;0.31731;0.66462;-0.643565;0.81578;0.76041;0.86139;-1.566573;0.78873;0.74019;0.83033;-1.971455;0.78762;0.56883;0.91138;-0.104098;0.87624;0.82064;0.91855;-0.384695;0.88602;0.84104;0.92123
2021.11_01-07-2022;AllVaccines;Чукотский автономный округ;-3.812404;0.49381;0.34530;0.61195;-2.655625;0.50594;0.00803;0.77817;-3.685445;0.48553;0.34471;0.59932;-2.891931;0.59063;0.06833;0.84010;-2.249444;0.56083;-0.08426;0.85386;-2.358629;0.63121;0.31727;0.81513;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2021.11_01-07-2022;AllVaccines;Ставропольский край;-16.604650;-0.03477;-0.06991;-0.00064;-5.051662;0.33212;0.29703;0.36582;-11.381903;0.11260;0.08758;0.13704;-13.127832;0.16959;0.09090;0.24252;-3.351955;0.51971;0.47746;0.55930;-7.025100;0.42485;0.38850;0.45947;-12.600433;0.20059;-0.03488;0.38981;-2.353454;0.62990;0.55543;0.69469;-4.973113;0.57191;0.50339;0.63299;-7.982320;0.47203;0.19530;0.66792;-2.167954;0.65038;0.56940;0.71951;-3.798793;0.65607;0.58514;0.71755
2021.11_01-07-2022;AllVaccines;Ульяновская область;-8.507012;0.27519;0.24123;0.30784;-3.648738;0.40533;0.36468;0.44390;-6.390351;0.33507;0.30968;0.35968;-5.212509;0.52636;0.45325;0.59142;-2.194319;0.59138;0.54091;0.63754;-3.280143;0.61490;0.57845;0.64888;-4.155066;0.60698;0.39051;0.75802;-1.595551;0.66798;0.56672;0.75053;-2.283682;0.70456;0.62853;0.76828;-4.004148;0.61848;0.31623;0.80465;-0.592925;0.79623;0.72068;0.85591;-1.104731;0.81063;0.74983;0.85996
2021.11_01-07-2022;AllVaccines;Ямало-Ненецкий автономный округ;-7.369424;0.32998;0.28922;0.36867;-6.670779;0.10800;-0.03989;0.23807;-7.232434;0.30752;0.26831;0.34488;-4.054392;0.59537;0.52165;0.65956;-5.963586;0.19024;-0.00581;0.35397;-4.258323;0.55769;0.49472;0.61412;-2.839671;0.69261;0.50089;0.82101;-3.437641;0.48397;0.18849;0.68870;-2.627418;0.69487;0.57334;0.78764;-1.213144;NULL;NULL;NULL;-4.264260;0.38784;-0.12890;0.69733;-2.574702;0.69931;0.47412;0.84131
2021.11_01-07-2022;AllVaccines;Свердловская область;-4.705014;0.36779;0.35418;0.38116;-4.572933;0.41434;0.39548;0.43272;-4.596870;0.38725;0.37633;0.39802;-2.440801;0.61870;0.59081;0.64510;-2.291918;0.65405;0.63393;0.67333;-2.088245;0.66190;0.64663;0.67666;-1.990969;0.66855;0.55586;0.75798;-0.947021;0.79539;0.75642;0.82965;-0.903251;0.79163;0.75785;0.82184;-1.576316;0.71450;0.59690;0.80421;-0.430780;0.84964;0.82137;0.87459;-0.373346;0.84965;0.82451;0.87211
2021.11_01-07-2022;AllVaccines;Ханты-Мансийский автономный округ - Югра;-11.839909;0.16792;0.13920;0.19575;-7.825925;0.20175;0.14944;0.25129;-10.675904;0.19578;0.17145;0.21946;-5.952503;0.54945;0.49907;0.59553;-4.881327;0.46807;0.41325;0.51870;-5.067184;0.58210;0.55088;0.61153;-5.051352;0.60785;0.45445;0.72401;-2.212570;0.70944;0.62499;0.77879;-2.719758;0.74379;0.68654;0.79266;-2.297956;0.78628;0.61321;0.89303;-1.435558;0.77972;0.69663;0.84481;-1.401730;0.83457;0.78013;0.87839
2021.11_01-07-2022;AllVaccines;Томская область;-8.446606;0.35383;0.32655;0.38022;-5.255198;0.45547;0.42284;0.48659;-7.324325;0.38087;0.35962;0.40154;-4.740816;0.60732;0.55126;0.65792;-3.018949;0.65014;0.61542;0.68241;-4.367043;0.60082;0.56867;0.63110;-2.521940;0.75909;0.59861;0.86699;-1.515909;0.78098;0.72093;0.83098;-2.415315;0.74598;0.68316;0.79917;-2.002575;0.79462;0.53795;0.92819;-0.886998;0.83573;0.78080;0.88001;-1.625365;0.80473;0.74305;0.85500
2021.11_01-07-2022;AllVaccines;Тульская область;-26.849111;0.20335;0.17486;0.23091;-6.784668;0.34205;0.30346;0.37889;-17.311258;0.24869;0.22631;0.27049;-16.013655;0.51331;0.44679;0.57279;-3.151257;0.64914;0.60713;0.68768;-6.644302;0.68635;0.65913;0.71184;-16.377730;0.50289;0.34372;0.62740;-1.945439;0.75106;0.69668;0.79795;-4.276839;0.78349;0.74664;0.81615;-18.037470;0.45541;0.16089;0.65470;-1.052123;0.82656;0.77480;0.86923;-2.595046;0.85250;0.81681;0.88283
2021.11_01-07-2022;AllVaccines;Самарская область;-9.489482;0.28283;0.26121;0.30389;-4.058347;0.41623;0.38959;0.44192;-7.194634;0.34704;0.33085;0.36289;-7.347051;0.42931;0.37833;0.47664;-2.788269;0.56280;0.53117;0.59275;-4.099031;0.59370;0.57132;0.61513;-4.012612;0.65729;0.56047;0.73622;-1.628223;0.69668;0.64928;0.73912;-2.095537;0.75334;0.72036;0.78329;-3.871289;0.66695;0.52170;0.77462;-1.217312;0.74410;0.69441;0.78758;-1.573173;0.79497;0.75951;0.82638
2021.11_01-07-2022;AllVaccines;Челябинская область;-4.196133;0.43390;0.41185;0.45528;-3.888426;0.45822;0.42843;0.48678;-4.033664;0.44834;0.43091;0.46535;-3.268136;0.53500;0.48559;0.58063;-2.597751;0.60126;0.56924;0.63146;-2.610384;0.60432;0.57925;0.62824;-2.737126;0.59285;0.44849;0.70622;-1.015326;0.77664;0.72812;0.81860;-1.174526;0.76169;0.71884;0.79957;-1.113048;0.76979;0.59133;0.88331;-0.522347;0.83128;0.78348;0.87109;-0.453709;0.84068;0.79933;0.87559
2021.11_01-07-2022;AllVaccines;Чувашская Республика;-5.218608;0.23628;0.17494;0.29371;-4.910161;0.43546;0.37225;0.49347;-4.853032;0.32394;0.28044;0.36524;-3.486999;0.44894;0.35587;0.53082;-3.679447;0.55301;0.48816;0.61130;-3.060932;0.53094;0.48029;0.57761;-1.987149;0.63314;0.40950;0.78505;-2.426855;0.67266;0.56423;0.75946;-1.755101;0.68177;0.59238;0.75550;-0.095288;NULL;NULL;NULL;-1.776622;0.73477;0.60067;0.83234;-0.990112;0.77013;0.65984;0.85161
2021.11_01-07-2022;AllVaccines;РФ;-10.104169;0.31621;0.31326;0.31914;-5.318822;0.36179;0.35754;0.36601;-8.303066;0.33950;0.33712;0.34187;-6.877886;0.51488;0.50859;0.52111;-3.257360;0.57000;0.56520;0.57475;-4.703217;0.59508;0.59167;0.59847;-6.105214;0.56246;0.54726;0.57725;-1.895889;0.70751;0.70056;0.71434;-2.965705;0.71844;0.71297;0.72383;-3.951190;0.69511;0.67481;0.71442;-1.190281;0.77878;0.77190;0.78551;-1.713676;0.80733;0.80194;0.81262
2021.11_01-07-2022;AllVaccines;Смоленская область;-11.486554;0.16910;0.13046;0.20625;-5.536521;0.38195;0.33639;0.42500;-9.126641;0.25094;0.22190;0.27907;-7.324562;0.44606;0.34922;0.53077;-2.834138;0.63747;0.58188;0.68735;-4.176297;0.61711;0.57420;0.65662;-6.566699;0.49649;0.22386;0.68595;-1.715754;0.74322;0.64387;0.82072;-2.677090;0.72801;0.64719;0.79418;-3.809342;0.67997;0.40281;0.84600;-0.819178;0.82799;0.74968;0.88714;-1.215867;0.83609;0.77342;0.88527
2021.11_01-07-2022;AllVaccines;Тамбовская область;-13.514569;0.15249;0.11843;0.18533;-5.542894;0.33882;0.29949;0.37631;-10.004986;0.22897;0.20372;0.25351;-11.385904;0.27678;0.17059;0.37065;-3.407994;0.55456;0.49916;0.60505;-5.696862;0.53080;0.48781;0.57080;-9.286892;0.39934;0.13314;0.59157;-1.912766;0.70565;0.61354;0.78028;-3.387663;0.69259;0.61873;0.75486;-4.539096;0.67657;0.41532;0.83533;-1.900332;0.70691;0.60688;0.78659;-2.419904;0.76039;0.68778;0.81949
2021.11_01-07-2022;AllVaccines;Удмуртская Республика;-4.436789;0.31586;0.28001;0.35020;-5.755598;0.33847;0.29023;0.38393;-4.763840;0.32278;0.29416;0.35042;-2.588551;0.54843;0.47379;0.61446;-4.254815;0.48543;0.42797;0.53814;-3.236477;0.50224;0.45683;0.54456;-1.340714;0.70545;0.49208;0.84307;-1.923439;0.71373;0.62702;0.78431;-1.484086;0.70813;0.62888;0.77392;-0.092747;NULL;NULL;NULL;-1.454761;0.75962;0.64828;0.84243;-0.976765;0.76774;0.66489;0.84520
2021.11_01-07-2022;AllVaccines;Хабаровский край;-12.338164;0.34068;0.31433;0.36620;-5.779111;0.45594;0.42040;0.48976;-9.917998;0.37920;0.35817;0.39968;-7.261030;0.59165;0.53317;0.64436;-3.075496;0.67292;0.63514;0.70773;-5.029320;0.65717;0.62680;0.68566;-7.056118;0.60178;0.36169;0.76598;-0.970886;0.84183;0.77565;0.89289;-2.408136;0.80621;0.74305;0.85741;-3.933241;0.75614;0.54256;0.88579;-0.679248;0.86523;0.80696;0.90993;-1.512169;0.85716;0.80407;0.89921
2021.11_01-07-2022;AllVaccines;Тверская область;-11.085488;0.36127;0.33365;0.38794;-3.623326;0.45984;0.42280;0.49497;-7.518715;0.39241;0.37035;0.41383;-5.736658;0.64396;0.59043;0.69196;-1.363476;0.72387;0.68883;0.75591;-3.056935;0.71064;0.68305;0.73640;-6.630851;0.59670;0.37589;0.75131;-0.244660;0.85458;0.79586;0.90025;-1.534505;0.81923;0.76379;0.86463;-5.153912;0.67476;0.39486;0.84320;0.183192;0.90457;0.85635;0.94022;-0.573768;0.88775;0.84185;0.92340
2021.11_01-07-2022;AllVaccines;Тюменская область;-10.360020;0.39934;0.37994;0.41819;-9.386789;0.48555;0.46026;0.50979;-10.074456;0.42413;0.40866;0.43924;-7.275672;0.56243;0.52038;0.60130;-6.638288;0.62168;0.59365;0.64806;-6.996128;0.58421;0.56005;0.60723;-4.515306;0.70838;0.60226;0.79052;-3.597380;0.77230;0.73077;0.80861;-3.889731;0.74574;0.70514;0.78179;-4.036300;0.73371;0.53848;0.85690;-2.432989;0.82997;0.78659;0.86629;-2.699868;0.80761;0.76238;0.84594
2021.11_01-07-2022;SputnikV;Белгородская область;-67.691412;0.19202;0.15536;0.22713;-21.673390;0.40848;0.36672;0.44793;-46.751997;0.28740;0.26103;0.31289;-51.531032;0.38211;0.30005;0.45511;-16.563787;0.54178;0.48820;0.59077;-27.104937;0.58059;0.54522;0.61360;-42.524469;0.48805;0.31255;0.62199;-12.940225;0.63632;0.55445;0.70597;-19.094379;0.70013;0.64649;0.74700;-22.335530;0.72552;0.55138;0.83988;-9.312492;0.73096;0.65495;0.79362;-11.607106;0.81186;0.76502;0.85123
2021.11_01-07-2022;SputnikV;Брянская область;-13.737026;0.32145;0.28430;0.35701;-15.110115;0.37285;0.31812;0.42411;-13.756748;0.34222;0.31201;0.37136;-6.622208;0.64904;0.57534;0.71267;-9.028377;0.60960;0.54665;0.66586;-6.512761;0.66512;0.62308;0.70357;-5.472904;0.70196;0.49858;0.83655;-5.370844;0.75199;0.65580;0.82725;-3.973422;0.77831;0.70655;0.83648;-3.684338;0.78431;0.56488;0.90967;-3.672656;0.81810;0.73198;0.88264;-2.543635;0.84204;0.77709;0.89234
2021.11_01-07-2022;SputnikV;Кемеровская область;-31.226925;0.19551;0.16556;0.22451;-18.508712;0.38116;0.34589;0.41492;-25.447392;0.29420;0.27258;0.31528;-21.186557;0.44615;0.38593;0.50142;-11.821577;0.59328;0.55582;0.62834;-13.087209;0.62405;0.59822;0.64859;-14.120539;0.62254;0.48318;0.73061;-6.021174;0.77728;0.72173;0.82443;-6.479316;0.80040;0.76075;0.83506;-8.868883;0.75364;0.59739;0.85939;-3.943955;0.84317;0.79345;0.88384;-3.763061;0.87289;0.83815;0.90200
2021.11_01-07-2022;SputnikV;Кировская область;-33.548150;0.33875;0.30640;0.36993;-27.783795;0.34889;0.30806;0.38775;-30.779188;0.34176;0.31657;0.36621;-21.251326;0.57411;0.52332;0.62077;-20.236252;0.51962;0.47871;0.55799;-23.249412;0.49772;0.46337;0.53037;-10.959068;0.77111;0.56117;0.89732;-5.536771;0.85213;0.78765;0.90137;-8.088098;0.81176;0.74041;0.86798;-1.565845;NULL;NULL;NULL;-4.116741;0.88426;0.81991;0.93051;-5.213136;0.87131;0.80223;0.92151
2021.11_01-07-2022;SputnikV;Новосибирская область;-15.745355;0.41971;0.39748;0.44131;-17.978369;0.42323;0.39368;0.45164;-16.579442;0.41397;0.39610;0.43144;-9.031846;0.65236;0.60018;0.69942;-9.762316;0.67292;0.64203;0.70180;-10.143798;0.62851;0.59914;0.65627;-8.788444;0.66079;0.51292;0.77308;-4.102671;0.84493;0.80611;0.87793;-5.342798;0.78856;0.74388;0.82742;-5.143092;0.78712;0.57709;0.91001;-3.803634;0.85401;0.80919;0.89089;-4.376659;0.82076;0.76938;0.86354
2021.11_01-07-2022;SputnikV;Орловская область;-29.240660;0.36850;0.33051;0.40472;-14.622507;0.43870;0.38747;0.48660;-23.112712;0.40089;0.37115;0.42950;-20.303632;0.55513;0.46445;0.63342;-9.129254;0.63607;0.57720;0.68870;-12.761683;0.65807;0.61573;0.69684;-20.973558;0.54114;0.33899;0.69152;-6.562333;0.72829;0.65253;0.79142;-9.480949;0.73959;0.68060;0.79021;-5.298911;NULL;NULL;NULL;-4.599116;0.79883;0.70948;0.86680;-5.191029;0.84618;0.78180;0.89584
2021.11_01-07-2022;SputnikV;Республика Крым;-9.847379;0.42190;0.39174;0.45087;-19.104252;0.48701;0.44906;0.52290;-11.612125;0.44383;0.42028;0.46663;-7.497214;0.54715;0.48318;0.60489;-13.386818;0.63290;0.59112;0.67139;-8.229375;0.59300;0.55741;0.62639;-6.880652;0.58001;0.43331;0.69598;-7.711876;0.77770;0.71887;0.82710;-5.381338;0.71860;0.66111;0.76861;-5.852741;0.63479;0.32683;0.82286;-5.203944;0.84170;0.77403;0.89361;-3.373726;0.80713;0.73684;0.86289
2021.11_01-07-2022;SputnikV;Республика Марий Эл;-39.341281;0.05505;-0.05399;0.15456;-11.193575;0.46666;0.38348;0.54112;-24.126654;0.27656;0.21120;0.33757;-15.351403;0.61699;0.48661;0.72095;-7.467838;0.62962;0.54331;0.70341;-10.885306;0.65780;0.59369;0.71418;-13.490126;0.66058;0.30763;0.85878;-4.200369;0.77254;0.64888;0.86173;-6.687925;0.77865;0.67748;0.85491;-55.455037;-0.32240;NULL;NULL;-1.917605;0.87239;0.72025;0.95475;-6.001162;0.79843;0.63788;0.90059
